generation_time,dbsize
36.84830665588379,0
25.779008865356445,10000
20.479679107666016,20000
24.03855323791504,30000
28.246164321899414,40000
30.90524673461914,50000
38.67459297180176,60000
39.37935829162598,70000
44.0974235534668,80000
46.55766487121582,90000
55.65357208251953,100000
58.31193923950195,110000
62.26229667663574,120000
67.53349304199219,130000
68.72010231018066,140000
72.19290733337402,150000
77.98266410827637,160000
81.76159858703613,170000
85.88147163391113,180000
91.04132652282715,190000
95.46208381652832,200000
103.11675071716309,210000
103.17301750183105,220000
106.7960262298584,230000
116.50800704956055,240000
118.35741996765137,250000
125.32854080200195,260000
126.8916130065918,270000
132.1115493774414,280000
139.13369178771973,290000
146.40498161315918,300000
144.80209350585938,310000
149.73044395446777,320000
155.1525592803955,330000
159.05141830444336,340000
161.34929656982422,350000
168.75600814819336,360000
171.5860366821289,370000
173.81858825683594,380000
176.9387722015381,390000
183.47573280334473,400000
187.38651275634766,410000
189.6810531616211,420000
198.63057136535645,430000
205.70015907287598,440000
218.735933303833,450000
210.93153953552246,460000
215.9719467163086,470000
226.63354873657227,480000
235.7792854309082,490000
231.69612884521484,500000
238.6012077331543,510000
237.61439323425293,520000
246.44994735717773,530000
249.69053268432617,540000
258.49199295043945,550000
267.3048973083496,560000
265.26856422424316,570000
270.89381217956543,580000
276.9486904144287,590000
278.37276458740234,600000
291.7523384094238,610000
292.84024238586426,620000
296.858549118042,630000
303.3750057220459,640000
322.0787048339844,650000
311.51318550109863,660000
320.8193778991699,670000
317.2624111175537,680000
322.1278190612793,690000
339.07461166381836,700000
334.17415618896484,710000
346.69995307922363,720000
348.16813468933105,730000
348.83856773376465,740000
357.29098320007324,750000
369.2512512207031,760000
372.90310859680176,770000
378.0069351196289,780000
378.76415252685547,790000
383.99720191955566,800000
394.1357135772705,810000
399.6548652648926,820000
406.0182571411133,830000
415.58122634887695,840000
411.98229789733887,850000
428.59578132629395,860000
430.7513236999512,870000
443.3722496032715,880000
429.75807189941406,890000
435.8961582183838,900000
451.91431045532227,910000
444.43345069885254,920000
454.15329933166504,930000
451.71260833740234,940000
463.1953239440918,950000
462.10646629333496,960000
477.5667190551758,970000
482.53893852233887,980000
491.6689395904541,990000
475.79336166381836,1000000
537.5247001647949,1010000
555.5441379547119,1020000
557.0547580718994,1030000
561.0668659210205,1040000
559.596061706543,1050000
561.4745616912842,1060000
571.3059902191162,1070000
579.4837474822998,1080000
592.5674438476562,1090000
581.7587375640869,1100000
595.4103469848633,1110000
595.0708389282227,1120000
599.7562408447266,1130000
602.3344993591309,1140000
616.7058944702148,1150000
616.9862747192383,1160000
630.3484439849854,1170000
630.9146881103516,1180000
637.359619140625,1190000
638.0715370178223,1200000
648.3645439147949,1210000
656.6989421844482,1220000
660.5212688446045,1230000
671.553373336792,1240000
660.5536937713623,1250000
674.1609573364258,1260000
667.4225330352783,1270000
670.5100536346436,1280000
679.1224479675293,1290000
687.5331401824951,1300000
698.0481147766113,1310000
688.8370513916016,1320000
701.1387348175049,1330000
705.0840854644775,1340000
704.5438289642334,1350000
711.1372947692871,1360000
727.3366451263428,1370000
711.7807865142822,1380000
730.8244705200195,1390000
743.0562973022461,1400000
727.4529933929443,1410000
733.1802845001221,1420000
737.0584011077881,1430000
739.1722202301025,1440000
756.9336891174316,1450000
758.3184242248535,1460000
761.9354724884033,1470000
773.3712196350098,1480000
772.2122669219971,1490000
769.956111907959,1500000
774.9226093292236,1510000
787.9047393798828,1520000
795.6132888793945,1530000
808.1533908843994,1540000
787.5320911407471,1550000
804.4145107269287,1560000
812.3469352722168,1570000
817.5716400146484,1580000
826.4341354370117,1590000
819.4758892059326,1600000
824.6476650238037,1610000
829.0014266967773,1620000
845.9036350250244,1630000
839.4851684570312,1640000
860.4328632354736,1650000
868.9219951629639,1660000
845.2870845794678,1670000
872.4539279937744,1680000
870.8658218383789,1690000
861.7885112762451,1700000
878.3750534057617,1710000
891.3958072662354,1720000
874.8681545257568,1730000
902.9488563537598,1740000
895.7092761993408,1750000
901.0155200958252,1760000
897.6318836212158,1770000
910.3949069976807,1780000
918.3516502380371,1790000
927.7622699737549,1800000
915.1134490966797,1810000
923.8123893737793,1820000
932.2595596313477,1830000
934.2958927154541,1840000
936.5694522857666,1850000
939.6252632141113,1860000
939.6281242370605,1870000
991.891622543335,1880000
974.71022605896,1890000
976.5381813049316,1900000
972.0211029052734,1910000
972.9547500610352,1920000
981.2383651733398,1930000
974.541425704956,1940000
975.3832817077637,1950000
982.0785522460938,1960000
1031.2974452972412,1970000
1010.5922222137451,1980000
1019.5400714874268,1990000
1018.2983875274658,2000000
1024.7478485107422,2010000
1030.1144123077393,2020000
1019.2661285400391,2030000
1047.7924346923828,2040000
1051.419734954834,2050000
1035.1040363311768,2060000
1043.3549880981445,2070000
1061.4259243011475,2080000
1055.9639930725098,2090000
1063.730239868164,2100000
1069.8771476745605,2110000
1068.1209564208984,2120000
1081.9756984710693,2130000
1072.6406574249268,2140000
1097.1159934997559,2150000
1081.8207263946533,2160000
1096.8918800354004,2170000
1097.036600112915,2180000
1107.1038246154785,2190000
1095.9341526031494,2200000
1120.9545135498047,2210000
1117.7496910095215,2220000
1109.8651885986328,2230000
1113.5962009429932,2240000
1121.9112873077393,2250000
1124.8135566711426,2260000
1130.0551891326904,2270000
1148.5424041748047,2280000
1168.2913303375244,2290000
1161.3414287567139,2300000
1145.1196670532227,2310000
1166.6674613952637,2320000
1211.1358642578125,2330000
1172.5883483886719,2340000
1169.9743270874023,2350000
1174.8781204223633,2360000
1211.3564014434814,2370000
1184.2608451843262,2380000
1195.9998607635498,2390000
1195.9631443023682,2400000
1200.9084224700928,2410000
1201.8003463745117,2420000
1242.633581161499,2430000
1218.3187007904053,2440000
1223.7343788146973,2450000
1226.119041442871,2460000
1236.8228435516357,2470000
1241.9075965881348,2480000
1257.3025226593018,2490000
1233.2286834716797,2500000
1251.2328624725342,2510000
1248.6763000488281,2520000
1243.9603805541992,2530000
1255.9027671813965,2540000
1264.0166282653809,2550000
1284.7161293029785,2560000
1278.022050857544,2570000
1278.432846069336,2580000
1277.472734451294,2590000
1316.2345886230469,2600000
1319.3657398223877,2610000
1303.436040878296,2620000
1307.502031326294,2630000
1322.2217559814453,2640000
1329.5509815216064,2650000
1327.5175094604492,2660000
1342.2644138336182,2670000
1315.4642581939697,2680000
1346.9164371490479,2690000
1358.5453033447266,2700000
