generation_time,dbsize
622.8055953979492,1000000
584.0809345245361,1010000
605.9937477111816,1020000
596.0373878479004,1030000
613.0542755126953,1040000
588.7551307678223,1050000
578.1240463256836,1060000
615.0960922241211,1070000
607.4924468994141,1080000
632.1864128112793,1090000
610.1605892181396,1100000
616.4276599884033,1110000
622.9972839355469,1120000
631.3552856445312,1130000
679.2685985565186,1140000
639.2884254455566,1150000
795.2449321746826,1160000
651.5374183654785,1170000
671.6444492340088,1180000
657.8295230865479,1190000
671.8578338623047,1200000
752.1584033966064,1210000
707.2708606719971,1220000
706.1583995819092,1230000
705.3275108337402,1240000
851.7570495605469,1250000
774.9755382537842,1260000
739.4940853118896,1270000
824.6629238128662,1280000
774.702787399292,1290000
752.7041435241699,1300000
722.6479053497314,1310000
838.9675617218018,1320000
838.7603759765625,1330000
853.6679744720459,1340000
731.4372062683105,1350000
737.0753288269043,1360000
775.3324508666992,1370000
744.3234920501709,1380000
762.9549503326416,1390000
802.7088642120361,1400000
784.0478420257568,1410000
781.7926406860352,1420000
836.5156650543213,1430000
783.348560333252,1440000
771.2383270263672,1450000
827.7065753936768,1460000
778.9034843444824,1470000
813.7762546539307,1480000
824.3076801300049,1490000
805.877685546875,1500000
822.6757049560547,1510000
845.7956314086914,1520000
819.8015689849854,1530000
827.366828918457,1540000
832.4451446533203,1550000
863.9485836029053,1560000
838.5813236236572,1570000
862.9763126373291,1580000
879.7411918640137,1590000
853.8219928741455,1600000
869.3230152130127,1610000
890.9235000610352,1620000
869.7183132171631,1630000
868.6814308166504,1640000
911.7202758789062,1650000
902.7128219604492,1660000
900.2954959869385,1670000
916.7580604553223,1680000
900.8910655975342,1690000
887.7665996551514,1700000
954.0121555328369,1710000
952.9213905334473,1720000
1043.6131954193115,1730000
920.3202724456787,1740000
967.0774936676025,1750000
948.634147644043,1760000
1050.6243705749512,1770000
982.7754497528076,1780000
1144.5369720458984,1790000
1008.0783367156982,1800000
1001.6109943389893,1810000
1073.0302333831787,1820000
1244.3833351135254,1830000
1009.2456340789795,1840000
1467.3404693603516,1850000
1617.699384689331,1860000
1567.5771236419678,1870000
1207.4100971221924,1880000
1211.2443447113037,1890000
1259.4993114471436,1900000
1687.150239944458,1910000
1296.8590259552002,1920000
1182.7330589294434,1930000
1392.2028541564941,1940000
1716.8080806732178,1950000
2045.412540435791,1960000
1582.5982093811035,1970000
1463.7961387634277,1980000
2064.697742462158,1990000
1808.7396621704102,2000000
1683.7351322174072,2010000
1503.8704872131348,2020000
1434.147596359253,2030000
1397.8168964385986,2040000
1452.5947570800781,2050000
1477.6792526245117,2060000
1857.7113151550293,2070000
1857.2838306427002,2080000
1862.2784614562988,2090000
1801.4068603515625,2100000
1489.741563796997,2110000
1486.3624572753906,2120000
1563.000202178955,2130000
1518.096685409546,2140000
1885.7073783874512,2150000
1889.9433612823486,2160000
1885.1258754730225,2170000
1859.0061664581299,2180000
1540.8072471618652,2190000
1580.045461654663,2200000
1604.7732830047607,2210000
1586.1639976501465,2220000
1883.0533027648926,2230000
1978.8410663604736,2240000
2056.417942047119,2250000
1747.7409839630127,2260000
1585.6201648712158,2270000
1563.5592937469482,2280000
1656.2557220458984,2290000
1733.6435317993164,2300000
2047.1100807189941,2310000
2025.5804061889648,2320000
2000.5648136138916,2330000
1668.837070465088,2340000
1658.5359573364258,2350000
1692.8129196166992,2360000
1677.475929260254,2370000
1906.0773849487305,2380000
2094.0167903900146,2390000
2060.980796813965,2400000
1901.261568069458,2410000
1614.6471500396729,2420000
1724.2708206176758,2430000
1699.4826793670654,2440000
1854.5961380004883,2450000
2099.07865524292,2460000
2271.8405723571777,2470000
1987.3192310333252,2480000
1778.1503200531006,2490000
1785.0303649902344,2500000
1806.7805767059326,2510000
2160.0100994110107,2520000
2273.670196533203,2530000
2225.1334190368652,2540000
1800.82106590271,2550000
1854.8939228057861,2560000
1778.576374053955,2570000
2571.288824081421,2580000
2311.97190284729,2590000
2475.2519130706787,2600000
2907.7184200286865,2610000
1752.1412372589111,2620000
1760.9529495239258,2630000
1721.4643955230713,2640000
2014.2505168914795,2650000
