generation_time,dbsize
596.1833000183105,1000000
566.0867691040039,1010000
559.5879554748535,1020000
570.7724094390869,1030000
567.7838325500488,1040000
590.7092094421387,1050000
570.5201625823975,1060000
595.6573486328125,1070000
578.4294605255127,1080000
594.6719646453857,1090000
613.3923530578613,1100000
589.6892547607422,1110000
600.3987789154053,1120000
606.7667007446289,1130000
613.8725280761719,1140000
617.9580688476562,1150000
624.6962547302246,1160000
627.9726028442383,1170000
625.399112701416,1180000
713.6671543121338,1190000
710.8831405639648,1200000
727.2913455963135,1210000
726.2711524963379,1220000
733.6854934692383,1230000
726.489782333374,1240000
726.5763282775879,1250000
745.452880859375,1260000
746.9208240509033,1270000
760.7977390289307,1280000
760.9343528747559,1290000
761.8627548217773,1300000
784.6119403839111,1310000
758.0175399780273,1320000
780.5933952331543,1330000
798.2680797576904,1340000
769.3490982055664,1350000
794.1985130310059,1360000
796.7610359191895,1370000
793.3151721954346,1380000
808.570146560669,1390000
822.6680755615234,1400000
824.8112201690674,1410000
821.5506076812744,1420000
826.3709545135498,1430000
835.2546691894531,1440000
845.4263210296631,1450000
852.2319793701172,1460000
861.912727355957,1470000
876.1048316955566,1480000
879.1673183441162,1490000
871.0105419158936,1500000
860.1531982421875,1510000
896.0161209106445,1520000
885.0352764129639,1530000
904.2191505432129,1540000
910.8541011810303,1550000
936.7420673370361,1560000
927.9625415802002,1570000
928.3151626586914,1580000
950.7167339324951,1590000
923.8564968109131,1600000
949.9921798706055,1610000
940.6623840332031,1620000
939.3587112426758,1630000
995.1188564300537,1640000
959.6502780914307,1650000
980.1065921783447,1660000
973.1826782226562,1670000
972.7442264556885,1680000
968.5549736022949,1690000
1007.8892707824707,1700000
998.9066123962402,1710000
986.7112636566162,1720000
1002.7117729187012,1730000
1022.6500034332275,1740000
1009.4225406646729,1750000
1009.2785358428955,1760000
1016.0088539123535,1770000
1030.656337738037,1780000
1033.1995487213135,1790000
1041.4159297943115,1800000
1038.0146503448486,1810000
1060.516595840454,1820000
1086.6858959197998,1830000
1048.901081085205,1840000
1128.8864612579346,1850000
1092.0641422271729,1860000
1092.8866863250732,1870000
1092.139482498169,1880000
1099.475622177124,1890000
1096.2953567504883,1900000
1097.3482131958008,1910000
1128.6687850952148,1920000
1104.0456295013428,1930000
1143.0697441101074,1940000
1155.6403636932373,1950000
1134.0892314910889,1960000
1145.162582397461,1970000
1148.33402633667,1980000
1136.3813877105713,1990000
1149.4147777557373,2000000
1169.5728302001953,2010000
1157.9375267028809,2020000
1178.0908107757568,2030000
1194.723129272461,2040000
1201.1711597442627,2050000
1188.9877319335938,2060000
1159.663200378418,2070000
1186.901330947876,2080000
1190.2885437011719,2090000
1177.5429248809814,2100000
1222.8596210479736,2110000
1241.6248321533203,2120000
1232.7516078948975,2130000
1249.0723133087158,2140000
1243.2527542114258,2150000
1279.869794845581,2160000
1255.0888061523438,2170000
1235.8360290527344,2180000
1253.6261081695557,2190000
1261.6872787475586,2200000
1272.6202011108398,2210000
1263.899564743042,2220000
1259.9663734436035,2230000
1300.6112575531006,2240000
1288.1176471710205,2250000
1289.2675399780273,2260000
1349.1907119750977,2270000
1275.2928733825684,2280000
1288.4676456451416,2290000
1318.5772895812988,2300000
1315.1473999023438,2310000
1310.499906539917,2320000
1372.4865913391113,2330000
1358.6530685424805,2340000
1345.2377319335938,2350000
1326.9171714782715,2360000
1348.318338394165,2370000
1348.304271697998,2380000
1377.819538116455,2390000
1372.8022575378418,2400000
1364.4084930419922,2410000
1397.345781326294,2420000
1431.3724040985107,2430000
1389.2261981964111,2440000
1394.8557376861572,2450000
1367.3632144927979,2460000
1430.3724765777588,2470000
1419.2490577697754,2480000
1421.34690284729,2490000
1490.5002117156982,2500000
1422.0128059387207,2510000
1426.0210990905762,2520000
1454.3135166168213,2530000
1432.7635765075684,2540000
1470.6275463104248,2550000
1744.1182136535645,2560000
2424.1037368774414,2570000
1920.311450958252,2580000
1784.0991020202637,2590000
1796.518087387085,2600000
1804.9981594085693,2610000
1830.082893371582,2620000
1862.3764514923096,2630000
1917.9768562316895,2640000
1810.1272583007812,2650000
1837.3687267303467,2660000
1813.403844833374,2670000
1873.530626296997,2680000
1840.1415348052979,2690000
1855.989933013916,2700000
1817.4629211425781,2710000
1840.5265808105469,2720000
1927.8850555419922,2730000
