insert time in msek,insert size,dbsize in triples
520.9031105041504,4001,1630000
657.3843955993652,5001,1630000
775.3515243530273,6001,1630000
931.7562580108643,7001,1630000
1039.839267730713,8001,1630000
3.6776065826416016,1,1640000
136.18946075439453,1001,1640000
266.1280632019043,2001,1640000
398.7438678741455,3001,1640000
523.7600803375244,4001,1640000
683.2931041717529,5001,1640000
786.2110137939453,6001,1640000
903.4199714660645,7001,1640000
1060.8417987823486,8001,1640000
3.7567615509033203,1,1650000
135.53309440612793,1001,1650000
260.6639862060547,2001,1650000
402.81033515930176,3001,1650000
515.4769420623779,4001,1650000
646.0494995117188,5001,1650000
803.6835193634033,6001,1650000
908.3850383758545,7001,1650000
1028.357744216919,8001,1650000
3.66973876953125,1,1660000
139.6653652191162,1001,1660000
266.8318748474121,2001,1660000
421.0989475250244,3001,1660000
522.0699310302734,4001,1660000
644.0684795379639,5001,1660000
784.6047878265381,6001,1660000
937.1988773345947,7001,1660000
1049.431562423706,8001,1660000
3.5965442657470703,1,1670000
134.7970962524414,1001,1670000
261.643648147583,2001,1670000
391.6435241699219,3001,1670000
520.782470703125,4001,1670000
674.9544143676758,5001,1670000
774.6658325195312,6001,1670000
916.4576530456543,7001,1670000
1050.889015197754,8001,1670000
3.618001937866211,1,1680000
136.11888885498047,1001,1680000
266.54958724975586,2001,1680000
402.16732025146484,3001,1680000
528.1152725219727,4001,1680000
657.5806140899658,5001,1680000
810.4369640350342,6001,1680000
903.1460285186768,7001,1680000
1019.81520652771,8001,1680000
3.6072731018066406,1,1690000
136.91973686218262,1001,1690000
261.333703994751,2001,1690000
448.2548236846924,3001,1690000
520.8122730255127,4001,1690000
651.2649059295654,5001,1690000
775.8474349975586,6001,1690000
922.1251010894775,7001,1690000
1042.1745777130127,8001,1690000
3.5660266876220703,1,1700000
136.44719123840332,1001,1700000
267.0614719390869,2001,1700000
402.03356742858887,3001,1700000
567.2800540924072,4001,1700000
660.1340770721436,5001,1700000
791.043758392334,6001,1700000
908.5087776184082,7001,1700000
1072.2582340240479,8001,1700000
3.5097599029541016,1,1710000
135.3135108947754,1001,1710000
264.4202709197998,2001,1710000
394.1316604614258,3001,1710000
527.7304649353027,4001,1710000
678.4930229187012,5001,1710000
779.2367935180664,6001,1710000
903.4535884857178,7001,1710000
1050.9827136993408,8001,1710000
3.6079883575439453,1,1720000
137.12000846862793,1001,1720000
272.37749099731445,2001,1720000
406.0554504394531,3001,1720000
538.6655330657959,4001,1720000
653.7744998931885,5001,1720000
811.7125034332275,6001,1720000
903.7175178527832,7001,1720000
1055.4847717285156,8001,1720000
3.652334213256836,1,1730000
139.27197456359863,1001,1730000
259.85074043273926,2001,1730000
423.8121509552002,3001,1730000
528.0861854553223,4001,1730000
653.7120342254639,5001,1730000
782.6340198516846,6001,1730000
930.7472705841064,7001,1730000
1036.8881225585938,8001,1730000
3.412961959838867,1,1740000
137.32552528381348,1001,1740000
267.88902282714844,2001,1740000
407.8998565673828,3001,1740000
533.7278842926025,4001,1740000
689.2151832580566,5001,1740000
783.3611965179443,6001,1740000
905.8315753936768,7001,1740000
1061.1376762390137,8001,1740000
3.6165714263916016,1,1750000
137.2356414794922,1001,1750000
262.0398998260498,2001,1750000
391.2672996520996,3001,1750000
521.3713645935059,4001,1750000
647.1571922302246,5001,1750000
794.7747707366943,6001,1750000
902.2867679595947,7001,1750000
1042.5465106964111,8001,1750000
4.208087921142578,1,1760000
142.7175998687744,1001,1760000
264.4515037536621,2001,1760000
405.1072597503662,3001,1760000
532.1502685546875,4001,1760000
658.653974533081,5001,1760000
867.9053783416748,6001,1760000
904.6599864959717,7001,1760000
1054.0382862091064,8001,1760000
3.457307815551758,1,1770000
136.8856430053711,1001,1770000
261.336088180542,2001,1770000
416.7768955230713,3001,1770000
521.3954448699951,4001,1770000
651.4871120452881,5001,1770000
782.6986312866211,6001,1770000
935.1012706756592,7001,1770000
1036.771535873413,8001,1770000
3.830432891845703,1,1780000
137.52436637878418,1001,1780000
261.7042064666748,2001,1780000
396.7914581298828,3001,1780000
539.4904613494873,4001,1780000
685.492992401123,5001,1780000
775.0506401062012,6001,1780000
904.5233726501465,7001,1780000
1059.697151184082,8001,1780000
4.218101501464844,1,1790000
136.41643524169922,1001,1790000
264.71805572509766,2001,1790000
399.6748924255371,3001,1790000
522.6478576660156,4001,1790000
649.3642330169678,5001,1790000
808.0461025238037,6001,1790000
913.1414890289307,7001,1790000
1074.0203857421875,8001,1790000
3.5715103149414062,1,1800000
137.31789588928223,1001,1800000
291.6903495788574,2001,1800000
401.80420875549316,3001,1800000
533.4067344665527,4001,1800000
663.4767055511475,5001,1800000
787.5227928161621,6001,1800000
932.7876567840576,7001,1800000
1057.218074798584,8001,1800000
3.751039505004883,1,1810000
136.14368438720703,1001,1810000
272.92609214782715,2001,1810000
423.7349033355713,3001,1810000
536.4856719970703,4001,1810000
648.8375663757324,5001,1810000
775.2499580383301,6001,1810000
929.7997951507568,7001,1810000
1023.3330726623535,8001,1810000
3.832578659057617,1,1820000
137.91751861572266,1001,1820000
268.91064643859863,2001,1820000
408.5242748260498,3001,1820000
527.9672145843506,4001,1820000
682.6038360595703,5001,1820000
791.4788722991943,6001,1820000
912.0018482208252,7001,1820000
1088.0017280578613,8001,1820000
3.7021636962890625,1,1830000
140.95211029052734,1001,1830000
263.9639377593994,2001,1830000
395.16377449035645,3001,1830000
522.2392082214355,4001,1830000
650.3660678863525,5001,1830000
804.62646484375,6001,1830000
895.8477973937988,7001,1830000
1029.9804210662842,8001,1830000
3.774881362915039,1,1840000
137.0406150817871,1001,1840000
266.0958766937256,2001,1840000
424.66187477111816,3001,1840000
527.0001888275146,4001,1840000
656.0361385345459,5001,1840000
782.947301864624,6001,1840000
934.1933727264404,7001,1840000
1029.1194915771484,8001,1840000
3.5355091094970703,1,1850000
139.62793350219727,1001,1850000
265.4423713684082,2001,1850000
396.6546058654785,3001,1850000
527.6477336883545,4001,1850000
677.642822265625,5001,1850000
779.6974182128906,6001,1850000
909.3575477600098,7001,1850000
1066.3416385650635,8001,1850000
3.5109519958496094,1,1860000
137.30239868164062,1001,1860000
270.740270614624,2001,1860000
405.20429611206055,3001,1860000
530.2567481994629,4001,1860000
684.6048831939697,5001,1860000
797.264814376831,6001,1860000
916.9669151306152,7001,1860000
