generation_time,dbsize
35.22992134094238,0
25.8181095123291,10000
20.487308502197266,20000
24.028778076171875,30000
27.485132217407227,40000
32.69243240356445,50000
36.1328125,60000
39.94417190551758,70000
44.85130310058594,80000
47.88661003112793,90000
53.7416934967041,100000
54.6572208404541,110000
59.61108207702637,120000
62.81304359436035,130000
67.98624992370605,140000
74.01227951049805,150000
77.73208618164062,160000
83.73212814331055,170000
86.77554130554199,180000
90.70825576782227,190000
94.03085708618164,200000
99.55096244812012,210000
104.54416275024414,220000
112.0612621307373,230000
111.0696792602539,240000
117.4156665802002,250000
127.73513793945312,260000
125.28252601623535,270000
134.05632972717285,280000
133.11481475830078,290000
141.6165828704834,300000
147.85265922546387,310000
148.03051948547363,320000
152.06265449523926,330000
155.18617630004883,340000
159.51204299926758,350000
159.682035446167,360000
168.7173843383789,370000
175.72546005249023,380000
176.025390625,390000
184.31830406188965,400000
183.35914611816406,410000
201.9953727722168,420000
201.20620727539062,430000
205.36255836486816,440000
208.36830139160156,450000
210.42585372924805,460000
212.77165412902832,470000
219.63977813720703,480000
221.16613388061523,490000
231.17852210998535,500000
232.76615142822266,510000
244.33255195617676,520000
240.17810821533203,530000
248.75712394714355,540000
254.52470779418945,550000
263.2310390472412,560000
265.54203033447266,570000
270.4017162322998,580000
265.69271087646484,590000
278.1717777252197,600000
280.9267044067383,610000
289.95251655578613,620000
287.21070289611816,630000
340.15893936157227,640000
305.9074878692627,650000
309.37886238098145,660000
314.683198928833,670000
315.5217170715332,680000
324.4142532348633,690000
331.2814235687256,700000
336.80224418640137,710000
355.49306869506836,720000
343.6586856842041,730000
345.25561332702637,740000
353.1768321990967,750000
361.67287826538086,760000
360.23998260498047,770000
373.349666595459,780000
383.9385509490967,790000
372.52068519592285,800000
389.8897171020508,810000
391.8464183807373,820000
421.54979705810547,830000
402.9715061187744,840000
403.2895565032959,850000
422.3320484161377,860000
423.68483543395996,870000
418.54047775268555,880000
437.833309173584,890000
440.1683807373047,900000
436.49744987487793,910000
438.80724906921387,920000
452.6653289794922,930000
460.2088928222656,940000
466.5522575378418,950000
456.79640769958496,960000
454.3280601501465,970000
469.85626220703125,980000
478.6105155944824,990000
471.07982635498047,1000000
686.1064434051514,1010000
579.4057846069336,1020000
591.2058353424072,1030000
591.8519496917725,1040000
605.8223247528076,1050000
613.6653423309326,1060000
608.2911491394043,1070000
595.9146022796631,1080000
624.2773532867432,1090000
582.4117660522461,1100000
585.2422714233398,1110000
592.2026634216309,1120000
599.4222164154053,1130000
602.0374298095703,1140000
611.7057800292969,1150000
612.9989624023438,1160000
624.4957447052002,1170000
621.1562156677246,1180000
630.335807800293,1190000
638.8046741485596,1200000
663.4881496429443,1210000
643.0397033691406,1220000
665.9927368164062,1230000
647.2365856170654,1240000
648.0984687805176,1250000
662.6558303833008,1260000
659.7189903259277,1270000
681.4913749694824,1280000
672.6052761077881,1290000
677.0930290222168,1300000
693.1400299072266,1310000
741.3990497589111,1320000
709.1612815856934,1330000
701.9033432006836,1340000
703.4833431243896,1350000
709.9404335021973,1360000
710.1829051971436,1370000
720.6161022186279,1380000
721.9643592834473,1390000
729.931116104126,1400000
721.6348648071289,1410000
741.722822189331,1420000
746.7892169952393,1430000
735.6390953063965,1440000
752.227783203125,1450000
760.8709335327148,1460000
781.6753387451172,1470000
758.1539154052734,1480000
786.9360446929932,1490000
761.9569301605225,1500000
774.2099761962891,1510000
784.9555015563965,1520000
798.1877326965332,1530000
787.3084545135498,1540000
800.4119396209717,1550000
806.2248229980469,1560000
816.7102336883545,1570000
801.5334606170654,1580000
820.885181427002,1590000
811.5496635437012,1600000
820.1901912689209,1610000
833.4801197052002,1620000
832.9896926879883,1630000
833.7209224700928,1640000
836.0641002655029,1650000
873.1749057769775,1660000
854.3806076049805,1670000
854.5327186584473,1680000
841.0041332244873,1690000
857.3005199432373,1700000
870.0408935546875,1710000
866.6424751281738,1720000
874.6905326843262,1730000
892.7655220031738,1740000
906.0342311859131,1750000
893.585205078125,1760000
892.737627029419,1770000
908.8282585144043,1780000
899.299144744873,1790000
901.4191627502441,1800000
918.8108444213867,1810000
925.3225326538086,1820000
927.8497695922852,1830000
926.0663986206055,1840000
928.1296730041504,1850000
934.9062442779541,1860000
946.0065364837646,1870000
939.0594959259033,1880000
972.5136756896973,1890000
