dynamic_time,query_size,dbsize
5.097967147827,1,0
247.8005886077881,1001,0
214.91670608520508,2001,0
314.56947326660156,3001,0
345.4296588897705,4001,0
337.91327476501465,5001,0
414.8871898651123,6001,0
481.54377937316895,7001,0
499.91559982299805,8001,0
8.616209030151367,1,10000
147.4447250366211,1001,10000
244.96984481811523,2001,10000
277.7211666107178,3001,10000
328.4142017364502,4001,10000
395.6897258758545,5001,10000
458.1167697906494,6001,10000
515.6834125518799,7001,10000
550.417423248291,8001,10000
5.626201629638672,1,20000
121.03962898254395,1001,20000
189.98074531555176,2001,20000
249.83525276184082,3001,20000
305.94635009765625,4001,20000
379.3139457702637,5001,20000
445.3890323638916,6001,20000
496.58846855163574,7001,20000
560.7478618621826,8001,20000
4.718542098999023,1,30000
92.80633926391602,1001,30000
171.21410369873047,2001,30000
245.79310417175293,3001,30000
339.98560905456543,4001,30000
370.959997177124,5001,30000
452.6095390319824,6001,30000
501.8618106842041,7001,30000
575.1848220825195,8001,30000
5.417823791503906,1,40000
100.78215599060059,1001,40000
183.4406852722168,2001,40000
244.9510097503662,3001,40000
312.791109085083,4001,40000
408.2217216491699,5001,40000
434.6804618835449,6001,40000
498.64888191223145,7001,40000
563.8892650604248,8001,40000
5.335807800292969,1,50000
113.82746696472168,1001,50000
173.6462116241455,2001,50000
241.8835163116455,3001,50000
319.2481994628906,4001,50000
388.72456550598145,5001,50000
462.53442764282227,6001,50000
496.75917625427246,7001,50000
555.4072856903076,8001,50000
4.839181900024414,1,60000
95.46542167663574,1001,60000
171.80562019348145,2001,60000
252.25496292114258,3001,60000
332.5796127319336,4001,60000
377.7766227722168,5001,60000
441.73741340637207,6001,60000
506.0911178588867,7001,60000
589.573860168457,8001,60000
4.638195037841797,1,70000
96.68898582458496,1001,70000
170.96185684204102,2001,70000
242.36273765563965,3001,70000
308.3455562591553,4001,70000
391.3261890411377,5001,70000
463.9439582824707,6001,70000
507.5843334197998,7001,70000
566.4231777191162,8001,70000
4.424333572387695,1,80000
101.37367248535156,1001,80000
174.26514625549316,2001,80000
273.49853515625,3001,80000
314.302921295166,4001,80000
378.10540199279785,5001,80000
445.0798034667969,6001,80000
530.5063724517822,7001,80000
561.1076354980469,8001,80000
4.635334014892578,1,90000
96.86541557312012,1001,90000
174.86310005187988,2001,90000
241.530179977417,3001,90000
312.9723072052002,4001,90000
396.0905075073242,5001,90000
443.99213790893555,6001,90000
510.150671005249,7001,90000
607.5716018676758,8001,90000
4.321098327636719,1,100000
98.0830192565918,1001,100000
176.44023895263672,2001,100000
249.41754341125488,3001,100000
316.3800239562988,4001,100000
383.12458992004395,5001,100000
473.65283966064453,6001,100000
508.8658332824707,7001,100000
572.6451873779297,8001,100000
4.55474853515625,1,110000
96.08173370361328,1001,110000
172.3792552947998,2001,110000
246.42443656921387,3001,110000
335.57963371276855,4001,110000
380.051851272583,5001,110000
446.7639923095703,6001,110000
546.7677116394043,7001,110000
573.662281036377,8001,110000
5.618572235107422,1,120000
97.95832633972168,1001,120000
173.5060214996338,2001,120000
249.84121322631836,3001,120000
317.7657127380371,4001,120000
382.7519416809082,5001,120000
475.47125816345215,6001,120000
512.4516487121582,7001,120000
574.120044708252,8001,120000
4.133462905883789,1,130000
96.09389305114746,1001,130000
194.67473030090332,2001,130000
245.03326416015625,3001,130000
311.8431568145752,4001,130000
394.5469856262207,5001,130000
449.4149684906006,6001,130000
537.3399257659912,7001,130000
563.513994216919,8001,130000
4.262685775756836,1,140000
101.03678703308105,1001,140000
175.9474277496338,2001,140000
250.0596046447754,3001,140000
346.09150886535645,4001,140000
383.7168216705322,5001,140000
460.4828357696533,6001,140000
510.5557441711426,7001,140000
600.5451679229736,8001,140000
4.0340423583984375,1,150000
96.51517868041992,1001,150000
189.47386741638184,2001,150000
248.75545501708984,3001,150000
326.3111114501953,4001,150000
396.76523208618164,5001,150000
470.1879024505615,6001,150000
510.94865798950195,7001,150000
572.5910663604736,8001,150000
4.072666168212891,1,160000
96.40288352966309,1001,160000
173.323392868042,2001,160000
270.51472663879395,3001,160000
326.89666748046875,4001,160000
388.0462646484375,5001,160000
451.5364170074463,6001,160000
540.3635501861572,7001,160000
574.8353004455566,8001,160000
3.9479732513427734,1,170000
98.10543060302734,1001,170000
179.37803268432617,2001,170000
248.52705001831055,3001,170000
310.4531764984131,4001,170000
416.4314270019531,5001,170000
443.6802864074707,6001,170000
509.16147232055664,7001,170000
584.6688747406006,8001,170000
4.279851913452148,1,180000
105.47995567321777,1001,180000
177.6561737060547,2001,180000
249.8009204864502,3001,180000
322.1311569213867,4001,180000
395.3361511230469,5001,180000
475.7804870605469,6001,180000
516.2076950073242,7001,180000
574.1262435913086,8001,180000
4.086732864379883,1,190000
98.59919548034668,1001,190000
194.73814964294434,2001,190000
249.43923950195312,3001,190000
317.15917587280273,4001,190000
388.3554935455322,5001,190000
452.0139694213867,6001,190000
557.5461387634277,7001,190000
593.1336879730225,8001,190000
4.131317138671875,1,200000
96.12417221069336,1001,200000
