dynamic_time,query_size,dbsize
5730.784177780151,1,0
244.09890174865723,1001,0
241.03164672851562,2001,0
302.0813465118408,3001,0
338.4847640991211,4001,0
355.39937019348145,5001,0
405.46679496765137,6001,0
484.4541549682617,7001,0
543.8594818115234,8001,0
7.258415222167969,1,10000
143.94354820251465,1001,10000
222.6109504699707,2001,10000
378.5085678100586,3001,10000
332.3948383331299,4001,10000
405.4727554321289,5001,10000
450.73866844177246,6001,10000
546.9908714294434,7001,10000
573.7876892089844,8001,10000
5.472421646118164,1,20000
99.0762710571289,1001,20000
181.78367614746094,2001,20000
266.5705680847168,3001,20000
308.5029125213623,4001,20000
398.5562324523926,5001,20000
447.237491607666,6001,20000
507.4138641357422,7001,20000
579.1504383087158,8001,20000
4.487037658691406,1,30000
94.57898139953613,1001,30000
186.3102912902832,2001,30000
241.2881851196289,3001,30000
305.1149845123291,4001,30000
370.78380584716797,5001,30000
449.293851852417,6001,30000
525.2857208251953,7001,30000
562.6201629638672,8001,30000
4.465818405151367,1,40000
99.6086597442627,1001,40000
177.56342887878418,2001,40000
250.85687637329102,3001,40000
351.09615325927734,4001,40000
390.1667594909668,5001,40000
445.31846046447754,6001,40000
543.8375473022461,7001,40000
579.176664352417,8001,40000
5.280494689941406,1,50000
95.55792808532715,1001,50000
172.8367805480957,2001,50000
249.00150299072266,3001,50000
323.44508171081543,4001,50000
400.45881271362305,5001,50000
438.74454498291016,6001,50000
511.98458671569824,7001,50000
597.9030132293701,8001,50000
5.748748779296875,1,60000
96.25554084777832,1001,60000
176.21302604675293,2001,60000
254.61173057556152,3001,60000
313.0002021789551,4001,60000
379.1968822479248,5001,60000
442.6131248474121,6001,60000
548.3238697052002,7001,60000
559.2293739318848,8001,60000
4.8236846923828125,1,70000
97.53561019897461,1001,70000
173.5219955444336,2001,70000
243.30735206604004,3001,70000
337.7695083618164,4001,70000
377.7594566345215,5001,70000
444.03743743896484,6001,70000
513.8990879058838,7001,70000
602.3993492126465,8001,70000
4.195690155029297,1,80000
99.04241561889648,1001,80000
177.2904396057129,2001,80000
251.34706497192383,3001,80000
316.6005611419678,4001,80000
407.29594230651855,5001,80000
450.23488998413086,6001,80000
505.39278984069824,7001,80000
580.1641941070557,8001,80000
4.607200622558594,1,90000
117.49053001403809,1001,90000
172.77288436889648,2001,90000
246.31476402282715,3001,90000
313.69590759277344,4001,90000
379.64320182800293,5001,90000
441.9095516204834,6001,90000
547.1231937408447,7001,90000
566.8518543243408,8001,90000
4.162073135375977,1,100000
97.07331657409668,1001,100000
177.3688793182373,2001,100000
247.02072143554688,3001,100000
339.80512619018555,4001,100000
378.33476066589355,5001,100000
453.2279968261719,6001,100000
561.342716217041,7001,100000
577.0058631896973,8001,100000
4.007816314697266,1,110000
96.18830680847168,1001,110000
178.1024932861328,2001,110000
249.4363784790039,3001,110000
315.8378601074219,4001,110000
417.53387451171875,5001,110000
445.74570655822754,6001,110000
527.0755290985107,7001,110000
605.7178974151611,8001,110000
4.052162170410156,1,120000
98.51551055908203,1001,120000
178.64441871643066,2001,120000
250.33879280090332,3001,120000
325.93274116516113,4001,120000
387.5100612640381,5001,120000
451.4050483703613,6001,120000
551.7721176147461,7001,120000
575.2043724060059,8001,120000
4.1961669921875,1,130000
97.56755828857422,1001,130000
186.29789352416992,2001,130000
247.45535850524902,3001,130000
341.6459560394287,4001,130000
385.44392585754395,5001,130000
458.01711082458496,6001,130000
513.028621673584,7001,130000
596.3363647460938,8001,130000
4.172086715698242,1,140000
96.5268611907959,1001,140000
177.5534152984619,2001,140000
251.237154006958,3001,140000
327.03351974487305,4001,140000
412.1897220611572,5001,140000
459.46693420410156,6001,140000
540.5023097991943,7001,140000
603.3773422241211,8001,140000
3.870725631713867,1,150000
96.80604934692383,1001,150000
181.12492561340332,2001,150000
249.2663860321045,3001,150000
320.0979232788086,4001,150000
384.63306427001953,5001,150000
448.1184482574463,6001,150000
537.1732711791992,7001,150000
589.3857479095459,8001,150000
4.215717315673828,1,160000
97.82552719116211,1001,160000
178.32398414611816,2001,160000
251.97172164916992,3001,160000
342.51856803894043,4001,160000
387.85696029663086,5001,160000
452.1195888519287,6001,160000
522.0489501953125,7001,160000
601.9392013549805,8001,160000
4.368782043457031,1,170000
96.7416763305664,1001,170000
174.5929718017578,2001,170000
242.60449409484863,3001,170000
315.39082527160645,4001,170000
383.8770389556885,5001,170000
471.3726043701172,6001,170000
517.5886154174805,7001,170000
587.2249603271484,8001,170000
3.7415027618408203,1,180000
98.0827808380127,1001,180000
177.64592170715332,2001,180000
271.4111804962158,3001,180000
320.4646110534668,4001,180000
394.44923400878906,5001,180000
458.3771228790283,6001,180000
553.6518096923828,7001,180000
602.7610301971436,8001,180000
4.024267196655273,1,190000
98.31905364990234,1001,190000
178.53856086730957,2001,190000
247.75218963623047,3001,190000
317.35920906066895,4001,190000
409.8379611968994,5001,190000
450.8779048919678,6001,190000
533.5021018981934,7001,190000
610.1362705230713,8001,190000
4.097461700439453,1,200000
97.58329391479492,1001,200000
183.87174606323242,2001,200000
249.786376953125,3001,200000
328.60803604125977,4001,200000
397.1829414367676,5001,200000
477.30541229248047,6001,200000
526.7941951751709,7001,200000
604.6328544616699,8001,200000
3.9708614349365234,1,210000
97.80073165893555,1001,210000
177.4613857269287,2001,210000
269.4251537322998,3001,210000
327.95143127441406,4001,210000
390.3768062591553,5001,210000
450.01816749572754,6001,210000
