dynamic_time,query_size,generation_time,dbsize
41.426658630371094,1,1660.9258651733398,1000000
707.1051597595215,1001,2201.5364170074463,1000000
883.526086807251,2001,1616.764783859253,1000000
1306.178331375122,3001,1590.336561203003,1000000
1564.1474723815918,4001,1635.524034500122,1000000
63.66848945617676,1,8631.872177124023,1010000
577.9232978820801,1001,1639.1746997833252,1010000
1762.389898300171,2001,1361.4156246185303,1010000
1196.0399150848389,3001,2107.208728790283,1010000
2124.2218017578125,4001,2628.523826599121,1010000
176.48601531982422,1,4550.337791442871,1020000
5758.39638710022,1001,2458.6429595947266,1020000
1778.7320613861084,2001,1758.5341930389404,1020000
7955.664157867432,3001,2244.652271270752,1020000
3693.2733058929443,4001,1551.4719486236572,1020000
35.82000732421875,1,1540.4179096221924,1030000
970.1187610626221,1001,2369.7288036346436,1030000
831.6211700439453,2001,1655.2774906158447,1030000
1504.213809967041,3001,2505.2096843719482,1030000
1339.9596214294434,4001,8715.193510055542,1030000
90.9569263458252,1,1807.1227073669434,1040000
952.5349140167236,1001,11577.579021453857,1040000
1240.8373355865479,2001,2000.1044273376465,1040000
4147.323131561279,3001,15219.76089477539,1040000
1432.1608543395996,4001,1862.9820346832275,1040000
186.13219261169434,1,2035.8588695526123,1050000
524.9466896057129,1001,1444.6890354156494,1050000
4409.792900085449,2001,1763.892650604248,1050000
1149.674654006958,3001,2947.8604793548584,1050000
2883.4829330444336,4001,1675.4560470581055,1050000
35.890817642211914,1,1857.0232391357422,1060000
1845.996379852295,1001,1800.2805709838867,1060000
865.1835918426514,2001,1420.785665512085,1060000
1647.7885246276855,3001,1639.1386985778809,1060000
3918.8618659973145,4001,1824.4636058807373,1060000
36.05818748474121,1,1443.0360794067383,1070000
516.8600082397461,1001,1646.1906433105469,1070000
1309.8981380462646,2001,1905.4083824157715,1070000
4214.075803756714,3001,1338.2995128631592,1070000
3160.0513458251953,4001,1726.5970706939697,1070000
66.62249565124512,1,2383.4147453308105,1080000
501.39594078063965,1001,1450.4599571228027,1080000
1114.3231391906738,2001,6449.492454528809,1080000
1254.6324729919434,3001,1447.8309154510498,1080000
1389.5232677459717,4001,2135.9519958496094,1080000
44.01278495788574,1,1727.8382778167725,1090000
846.4162349700928,1001,1410.0959300994873,1090000
1118.7560558319092,2001,1741.6541576385498,1090000
1095.8137512207031,3001,3261.6617679595947,1090000
1408.2984924316406,4001,1506.6235065460205,1090000
376.859188079834,1,3863.8949394226074,1100000
605.8659553527832,1001,1548.7370491027832,1100000
1578.904151916504,2001,1520.7593441009521,1100000
4322.313070297241,3001,1366.8127059936523,1100000
1344.5043563842773,4001,8540.819883346558,1100000
97.54538536071777,1,1617.2890663146973,1110000
542.7107810974121,1001,1617.835283279419,1110000
2138.359546661377,2001,1523.3776569366455,1110000
1718.54829788208,3001,1621.1011409759521,1110000
1897.718906402588,4001,1375.52809715271,1110000
46.7376708984375,1,2856.93621635437,1120000
621.6974258422852,1001,1710.3934288024902,1120000
3068.2966709136963,2001,1437.509536743164,1120000
1542.5643920898438,3001,1422.89400100708,1120000
4156.340837478638,4001,2122.6909160614014,1120000
76.67708396911621,1,1549.5491027832031,1130000
1268.564224243164,1001,2135.4169845581055,1130000
1255.112886428833,2001,1541.9318675994873,1130000
1157.3474407196045,3001,1569.9596405029297,1130000
1357.8715324401855,4001,1847.8538990020752,1130000
52.217960357666016,1,2804.4328689575195,1140000
698.3852386474609,1001,5803.382158279419,1140000
194.70572471618652,2001,0.5006790161132812,1140000
531.947135925293,3001,0.9367465972900391,1140000
2415.992259979248,4001,1.2924671173095703,1140000
85.96968650817871,1,1847.8617668151855,1150000
98.8469123840332,1001,0.9958744049072266,1150000
920.828104019165,2001,1485.572099685669,1150000
1666.3360595703125,3001,2233.2379817962646,1150000
1668.6933040618896,4001,1441.5602684020996,1150000
285.60423851013184,1,2782.27162361145,1160000
1150.8328914642334,1001,1761.502981185913,1160000
2288.809061050415,2001,1518.4557437896729,1160000
1545.318841934204,3001,1401.5130996704102,1160000
3916.6853427886963,4001,6029.449939727783,1160000
11.856794357299805,1,7.029533386230469,1170000
1049.88694190979,1001,2222.8376865386963,1170000
1406.0382843017578,2001,1484.849214553833,1170000
1712.5625610351562,3001,1487.4210357666016,1170000
1574.3963718414307,4001,2288.5637283325195,1170000
41.699886322021484,1,1636.486530303955,1180000
1231.9672107696533,1001,1707.9880237579346,1180000
918.8249111175537,2001,5702.976703643799,1180000
1454.6480178833008,3001,1423.6233234405518,1180000
1479.978084564209,4001,1510.7126235961914,1180000
54.09502983093262,1,3974.459409713745,1190000
769.7508335113525,1001,1466.4413928985596,1190000
1009.793758392334,2001,1998.9490509033203,1190000
4243.0455684661865,3001,2844.085454940796,1190000
