generation time in msek,dbsize in triples
568.1729316711426,1000000
537.1992588043213,1010000
553.1671047210693,1020000
545.6466674804688,1030000
551.4075756072998,1040000
558.7682723999023,1050000
574.6464729309082,1060000
571.9068050384521,1070000
571.3720321655273,1080000
577.5697231292725,1090000
576.1983394622803,1100000
588.1717205047607,1110000
600.2721786499023,1120000
594.7263240814209,1130000
601.893424987793,1140000
600.8877754211426,1150000
611.701250076294,1160000
619.6231842041016,1170000
612.8196716308594,1180000
633.8188648223877,1190000
626.1229515075684,1200000
643.8360214233398,1210000
651.4298915863037,1220000
638.6220455169678,1230000
648.5040187835693,1240000
655.5750370025635,1250000
663.6056900024414,1260000
660.0925922393799,1270000
671.1337566375732,1280000
663.4547710418701,1290000
682.4800968170166,1300000
682.0862293243408,1310000
687.5505447387695,1320000
706.6705226898193,1330000
690.2954578399658,1340000
697.6227760314941,1350000
715.8868312835693,1360000
702.0626068115234,1370000
710.1988792419434,1380000
711.0588550567627,1390000
716.7305946350098,1400000
724.2302894592285,1410000
737.2479438781738,1420000
735.6736660003662,1430000
739.4952774047852,1440000
735.9094619750977,1450000
740.2856349945068,1460000
789.6425724029541,1470000
765.5541896820068,1480000
751.4019012451172,1490000
772.597074508667,1500000
777.1956920623779,1510000
783.618688583374,1520000
781.414270401001,1530000
778.4862518310547,1540000
812.90602684021,1550000
798.1252670288086,1560000
794.6264743804932,1570000
811.1906051635742,1580000
810.9028339385986,1590000
813.69948387146,1600000
810.7774257659912,1610000
822.7543830871582,1620000
855.3206920623779,1630000
832.7767848968506,1640000
828.5872936248779,1650000
848.1919765472412,1660000
860.0931167602539,1670000
868.281364440918,1680000
853.7535667419434,1690000
849.9183654785156,1700000
866.5707111358643,1710000
882.0538520812988,1720000
863.5151386260986,1730000
875.3893375396729,1740000
865.5145168304443,1750000
886.3213062286377,1760000
896.0540294647217,1770000
894.4954872131348,1780000
913.2082462310791,1790000
905.7152271270752,1800000
912.8093719482422,1810000
915.7519340515137,1820000
945.6844329833984,1830000
926.5086650848389,1840000
933.9690208435059,1850000
950.4108428955078,1860000
934.5536231994629,1870000
949.0792751312256,1880000
948.1909275054932,1890000
957.5212001800537,1900000
966.8056964874268,1910000
945.338249206543,1920000
955.2590847015381,1930000
964.3352031707764,1940000
967.8571224212646,1950000
980.7291030883789,1960000
979.2656898498535,1970000
996.0222244262695,1980000
990.5321598052979,1990000
1000.3705024719238,2000000
995.9745407104492,2010000
1000.6487369537354,2020000
1002.1133422851562,2030000
1029.648780822754,2040000
1027.8139114379883,2050000
1029.3152332305908,2060000
1040.87495803833,2070000
1027.416706085205,2080000
1043.5280799865723,2090000
1040.6033992767334,2100000
1044.3921089172363,2110000
1062.9513263702393,2120000
1044.2900657653809,2130000
1060.8184337615967,2140000
1060.6300830841064,2150000
1081.299066543579,2160000
1078.801155090332,2170000
1079.9148082733154,2180000
1100.1880168914795,2190000
1079.699993133545,2200000
1094.2227840423584,2210000
1096.9150066375732,2220000
1101.6802787780762,2230000
1109.0781688690186,2240000
1140.016794204712,2250000
1118.481159210205,2260000
1131.727933883667,2270000
1137.427568435669,2280000
1131.927728652954,2290000
1136.068344116211,2300000
1133.819341659546,2310000
1153.3257961273193,2320000
1133.6026191711426,2330000
1144.8848247528076,2340000
1164.167881011963,2350000
1174.804449081421,2360000
1154.850721359253,2370000
1180.2129745483398,2380000
1192.3816204071045,2390000
1179.1307926177979,2400000
1200.242280960083,2410000
1215.284824371338,2420000
1201.7784118652344,2430000
1193.2313442230225,2440000
1210.6115818023682,2450000
1212.5284671783447,2460000
1229.004144668579,2470000
1226.0994911193848,2480000
1273.8890647888184,2490000
1232.8686714172363,2500000
1228.6226749420166,2510000
1250.8766651153564,2520000
1258.331060409546,2530000
1247.558832168579,2540000
1252.5789737701416,2550000
1264.458179473877,2560000
1299.8006343841553,2570000
1279.0350914001465,2580000
1292.3855781555176,2590000
1272.608995437622,2600000
1283.9717864990234,2610000
1291.0659313201904,2620000
1305.1505088806152,2630000
1287.9037857055664,2640000
1312.4215602874756,2650000
1297.3356246948242,2660000
1312.9355907440186,2670000
1299.2639541625977,2680000
1321.4685916900635,2690000
1335.16263961792,2700000
1326.8663883209229,2710000
1342.510461807251,2720000
1363.9543056488037,2730000
1345.8924293518066,2740000
1349.1284847259521,2750000
1337.911605834961,2760000
1386.0931396484375,2770000
1370.2757358551025,2780000
1379.051923751831,2790000
1378.0581951141357,2800000
1378.645658493042,2810000
1388.0319595336914,2820000
1377.307415008545,2830000
1390.7968997955322,2840000
1411.5629196166992,2850000
1427.7770519256592,2860000
1414.5925045013428,2870000
1391.4730548858643,2880000
1413.865089416504,2890000
1435.0085258483887,2900000
1416.835069656372,2910000
1415.6785011291504,2920000
1428.478717803955,2930000
1445.601463317871,2940000
1465.2864933013916,2950000
1474.3967056274414,2960000
1449.7053623199463,2970000
1447.4830627441406,2980000
1453.4485340118408,2990000
1470.8545207977295,3000000
1478.0149459838867,3010000
1489.9542331695557,3020000
1498.8648891448975,3030000
1474.9155044555664,3040000
1494.936466217041,3050000
1527.9648303985596,3060000
1506.828784942627,3070000
1507.422685623169,3080000
1520.8196640014648,3090000
1523.1351852416992,3100000
1522.977352142334,3110000
1537.5759601593018,3120000
1533.8330268859863,3130000
1544.6724891662598,3140000
1566.4246082305908,3150000
1529.944896697998,3160000
1524.9292850494385,3170000
1546.5803146362305,3180000
1579.6177387237549,3190000
1562.9935264587402,3200000
1571.2451934814453,3210000
1581.150770187378,3220000
1569.8339939117432,3230000
1568.6891078948975,3240000
1594.3083763122559,3250000
1578.9048671722412,3260000
1603.306770324707,3270000
1611.9990348815918,3280000
1632.6537132263184,3290000
1607.8736782073975,3300000
1605.715036392212,3310000
1632.951021194458,3320000
1603.771448135376,3330000
1612.9467487335205,3340000
1647.817850112915,3350000
1650.9833335876465,3360000
1644.4029808044434,3370000
1640.1970386505127,3380000
1658.1144332885742,3390000
1649.038314819336,3400000
1648.561954498291,3410000
1658.7958335876465,3420000
1682.067632675171,3430000
1683.8724613189697,3440000
1677.2751808166504,3450000
1691.4851665496826,3460000
1689.204454421997,3470000
1694.2551136016846,3480000
1695.5976486206055,3490000
1685.516357421875,3500000
1706.1333656311035,3510000
1735.926628112793,3520000
1757.3442459106445,3530000
1739.837884902954,3540000
1711.7881774902344,3550000
1741.0695552825928,3560000
1737.8947734832764,3570000
1780.3993225097656,3580000
1726.4010906219482,3590000
1724.243402481079,3600000
1743.4959411621094,3610000
1749.9582767486572,3620000
1778.874158859253,3630000
1746.340036392212,3640000
1759.9470615386963,3650000
1807.3837757110596,3660000
1769.789218902588,3670000
1784.4290733337402,3680000
1782.1030616760254,3690000
1780.1768779754639,3700000
1796.6814041137695,3710000
1794.7032451629639,3720000
1856.4815521240234,3730000
1830.3301334381104,3740000
1805.2423000335693,3750000
1828.2089233398438,3760000
1830.8637142181396,3770000
1834.1116905212402,3780000
1828.3178806304932,3790000
1822.0443725585938,3800000
1845.5932140350342,3810000
1848.2823371887207,3820000
1909.7514152526855,3830000
1855.9587001800537,3840000
1870.2902793884277,3850000
1855.945348739624,3860000
1898.4382152557373,3870000
1871.6135025024414,3880000
1884.6726417541504,3890000
1908.1945419311523,3900000
1891.8979167938232,3910000
1900.6600379943848,3920000
1905.7533740997314,3930000
1893.808126449585,3940000
1877.647876739502,3950000
1903.719425201416,3960000
1919.743299484253,3970000
1932.286024093628,3980000
1913.771629333496,3990000
1929.433822631836,4000000
1972.705364227295,4010000
1954.4260501861572,4020000
1971.9440937042236,4030000
1958.8799476623535,4040000
1980.039119720459,4050000
1977.4811267852783,4060000
1989.1090393066406,4070000
1965.7175540924072,4080000
1995.9275722503662,4090000
2014.4460201263428,4100000
2023.5118865966797,4110000
1999.5973110198975,4120000
2021.6960906982422,4130000
2012.070894241333,4140000
2013.145923614502,4150000
2004.5289993286133,4160000
2024.0657329559326,4170000
2017.162799835205,4180000
2054.9964904785156,4190000
2043.177604675293,4200000
2063.011646270752,4210000
2030.2462577819824,4220000
2059.971570968628,4230000
2102.665901184082,4240000
2075.056791305542,4250000
2059.145212173462,4260000
2070.5344676971436,4270000
2105.4084300994873,4280000
2096.6217517852783,4290000
2077.6846408843994,4300000
2131.6189765930176,4310000
2068.2992935180664,4320000
2093.951463699341,4330000
2096.470594406128,4340000
2094.3427085876465,4350000
2125.436544418335,4360000
2139.4033432006836,4370000
2085.5956077575684,4380000
2092.4105644226074,4390000
2092.4458503723145,4400000
2124.5665550231934,4410000
2147.576093673706,4420000
2178.169012069702,4430000
2160.2516174316406,4440000
2154.9949645996094,4450000
2156.733751296997,4460000
2168.717622756958,4470000
2174.3881702423096,4480000
2185.07719039917,4490000
2203.7229537963867,4500000
2175.544023513794,4510000
2183.6342811584473,4520000
2178.9557933807373,4530000
2223.895311355591,4540000
2191.356658935547,4550000
2201.1592388153076,4560000
2243.778705596924,4570000
2248.49534034729,4580000
2239.844560623169,4590000
2210.2906703948975,4600000
2272.664785385132,4610000
2236.4041805267334,4620000
2236.819267272949,4630000
2231.1229705810547,4640000
2224.398612976074,4650000
2251.9497871398926,4660000
2252.150297164917,4670000
2254.924774169922,4680000
2256.624221801758,4690000
2228.5830974578857,4700000
2255.8817863464355,4710000
2250.542163848877,4720000
2322.8578567504883,4730000
2314.1674995422363,4740000
2289.525270462036,4750000
2321.3446140289307,4760000
2315.998315811157,4770000
2314.5358562469482,4780000
2325.0527381896973,4790000
2374.600648880005,4800000
2379.0698051452637,4810000
2323.113203048706,4820000
2348.0095863342285,4830000
2369.5905208587646,4840000
2353.2326221466064,4850000
2331.3610553741455,4860000
2397.1614837646484,4870000
2349.9386310577393,4880000
2409.926414489746,4890000
2395.6639766693115,4900000
2427.8266429901123,4910000
2368.69740486145,4920000
2431.9071769714355,4930000
2388.568878173828,4940000
2472.848415374756,4950000
2444.3655014038086,4960000
2473.3026027679443,4970000
2424.7055053710938,4980000
2408.3409309387207,4990000
2393.8283920288086,5000000
2450.52433013916,5010000
2418.045997619629,5020000
2411.756753921509,5030000
2453.437328338623,5040000
2440.4592514038086,5050000
2468.5890674591064,5060000
2487.757921218872,5070000
2445.2528953552246,5080000
2497.922420501709,5090000
2463.480234146118,5100000
2446.340322494507,5110000
2495.7399368286133,5120000
2483.3896160125732,5130000
2494.166374206543,5140000
2540.424346923828,5150000
2487.926721572876,5160000
2502.1185874938965,5170000
2514.425754547119,5180000
2563.2665157318115,5190000
2499.4735717773438,5200000
2501.699447631836,5210000
2500.42724609375,5220000
2555.3297996520996,5230000
2494.718074798584,5240000
2504.7309398651123,5250000
2545.858144760132,5260000
2514.3980979919434,5270000
2559.245824813843,5280000
2600.8310317993164,5290000
2559.8394870758057,5300000
2574.6116638183594,5310000
2606.8291664123535,5320000
2558.0461025238037,5330000
2561.018705368042,5340000
2611.032009124756,5350000
2599.045991897583,5360000
2607.4204444885254,5370000
2586.7223739624023,5380000
2611.9871139526367,5390000
2570.719003677368,5400000
2584.8119258880615,5410000
2581.627130508423,5420000
2638.3843421936035,5430000
2631.563663482666,5440000
2624.9420642852783,5450000
2635.6685161590576,5460000
2654.289722442627,5470000
2625.823736190796,5480000
2693.3112144470215,5490000
2616.5921688079834,5500000
2642.6477432250977,5510000
2644.0069675445557,5520000
2621.166944503784,5530000
2672.621488571167,5540000
2666.9445037841797,5550000
2645.6689834594727,5560000
2631.183385848999,5570000
2679.2423725128174,5580000
2680.325984954834,5590000
2750.547409057617,5600000
2692.4734115600586,5610000
2688.9381408691406,5620000
2687.0157718658447,5630000
2692.441463470459,5640000
2724.9603271484375,5650000
2703.4499645233154,5660000
2710.277795791626,5670000
2731.5151691436768,5680000
2766.6449546813965,5690000
2765.6095027923584,5700000
2723.7839698791504,5710000
2704.7502994537354,5720000
2687.8714561462402,5730000
2718.8894748687744,5740000
2778.397798538208,5750000
2758.33797454834,5760000
2737.048864364624,5770000
2751.026153564453,5780000
2762.24422454834,5790000
2787.276029586792,5800000
2799.537420272827,5810000
2785.4292392730713,5820000
2721.6544151306152,5830000
2796.2470054626465,5840000
2794.4300174713135,5850000
2786.6320610046387,5860000
2805.7382106781006,5870000
2861.584186553955,5880000
2841.4793014526367,5890000
2810.1935386657715,5900000
2854.996681213379,5910000
2817.978858947754,5920000
2891.8609619140625,5930000
2876.0037422180176,5940000
2876.685619354248,5950000
2958.1027030944824,5960000
3156.468152999878,5970000
3093.087911605835,5980000
3962.6595973968506,5990000
2907.783269882202,6000000
2899.1711139678955,6010000
2859.4484329223633,6020000
2870.6867694854736,6030000
2931.375503540039,6040000
2934.2739582061768,6050000
2898.517370223999,6060000
2901.458978652954,6070000
2874.854326248169,6080000
2902.8337001800537,6090000
2912.9655361175537,6100000
2939.738988876343,6110000
2972.5992679595947,6120000
2897.9194164276123,6130000
2968.381881713867,6140000
2927.027463912964,6150000
2930.3526878356934,6160000
2967.8611755371094,6170000
2968.414068222046,6180000
2962.8207683563232,6190000
2984.1320514678955,6200000
2960.5653285980225,6210000
3004.371166229248,6220000
2956.7506313323975,6230000
2962.3522758483887,6240000
3037.2941493988037,6250000
3016.88814163208,6260000
2980.91721534729,6270000
3003.4308433532715,6280000
3009.0527534484863,6290000
3024.9907970428467,6300000
2996.49715423584,6310000
3058.2070350646973,6320000
3034.881114959717,6330000
3017.296552658081,6340000
3091.2835597991943,6350000
3043.2465076446533,6360000
3055.983066558838,6370000
3079.925537109375,6380000
3055.276393890381,6390000
3052.32310295105,6400000
3041.383743286133,6410000
3068.859100341797,6420000
3094.731569290161,6430000
3107.839822769165,6440000
3121.338129043579,6450000
3024.9991416931152,6460000
3090.1739597320557,6470000
3115.8788204193115,6480000
3088.578701019287,6490000
3097.9361534118652,6500000
3181.6794872283936,6510000
3142.340660095215,6520000
3111.1409664154053,6530000
3153.625726699829,6540000
3158.0677032470703,6550000
3147.294044494629,6560000
3143.5539722442627,6570000
3152.611017227173,6580000
3159.2369079589844,6590000
3160.8076095581055,6600000
3188.7452602386475,6610000
3169.1436767578125,6620000
3164.835214614868,6630000
3203.5882472991943,6640000
3205.249071121216,6650000
3167.083740234375,6660000
3159.4033241271973,6670000
3169.3379878997803,6680000
3203.7947177886963,6690000
3249.5903968811035,6700000
3223.2165336608887,6710000
3225.7416248321533,6720000
3203.948974609375,6730000
3235.5568408966064,6740000
3176.553726196289,6750000
3216.559648513794,6760000
3256.4728260040283,6770000
3245.5875873565674,6780000
3242.3338890075684,6790000
3248.3432292938232,6800000
3281.6452980041504,6810000
3306.6604137420654,6820000
3232.17511177063,6830000
3312.2506141662598,6840000
3309.0720176696777,6850000
3319.9565410614014,6860000
3322.665214538574,6870000
3271.3711261749268,6880000
3318.946123123169,6890000
3331.0790061950684,6900000
3308.274984359741,6910000
3357.071876525879,6920000
3354.8920154571533,6930000
3337.8121852874756,6940000
3386.8515491485596,6950000
3310.223340988159,6960000
3356.5914630889893,6970000
3406.804323196411,6980000
3359.4133853912354,6990000
3376.866340637207,7000000
3372.9028701782227,7010000
3323.732614517212,7020000
3363.4212017059326,7030000
3380.119800567627,7040000
3376.432180404663,7050000
3393.0070400238037,7060000
3407.5729846954346,7070000
3406.9974422454834,7080000
3418.53666305542,7090000
3437.1674060821533,7100000
3431.4255714416504,7110000
3404.66570854187,7120000
3436.943292617798,7130000
3377.800226211548,7140000
3417.3614978790283,7150000
3519.1540718078613,7160000
3425.287961959839,7170000
3457.256078720093,7180000
3448.477268218994,7190000
3464.0262126922607,7200000
3466.893434524536,7210000
3453.8583755493164,7220000
3447.468042373657,7230000
3476.9325256347656,7240000
3494.9004650115967,7250000
3471.869945526123,7260000
3406.5496921539307,7270000
3505.0697326660156,7280000
3521.56662940979,7290000
3493.0970668792725,7300000
3530.4315090179443,7310000
3466.075658798218,7320000
3516.193628311157,7330000
3579.857349395752,7340000
3502.108573913574,7350000
3538.735866546631,7360000
3570.2507495880127,7370000
3543.7357425689697,7380000
3528.799057006836,7390000
3549.0102767944336,7400000
3579.7104835510254,7410000
3561.023712158203,7420000
3549.9532222747803,7430000
3588.8051986694336,7440000
3574.951410293579,7450000
3556.7030906677246,7460000
3553.300142288208,7470000
3593.870162963867,7480000
3572.054386138916,7490000
3656.04829788208,7500000
3610.801935195923,7510000
3564.3885135650635,7520000
3608.283042907715,7530000
3636.331558227539,7540000
3607.7497005462646,7550000
3581.4788341522217,7560000
3566.9150352478027,7570000
3646.759510040283,7580000
3634.246587753296,7590000
3648.732900619507,7600000
3651.752710342407,7610000
3617.305278778076,7620000
3665.241241455078,7630000
3628.3514499664307,7640000
3621.8438148498535,7650000
3751.8539428710938,7660000
3666.5420532226562,7670000
3712.4154567718506,7680000
3654.451370239258,7690000
3712.4335765838623,7700000
3700.568437576294,7710000
3719.965696334839,7720000
3636.279821395874,7730000
3718.7273502349854,7740000
3733.0031394958496,7750000
3728.2373905181885,7760000
3665.668725967407,7770000
3691.3092136383057,7780000
3723.8428592681885,7790000
3778.6898612976074,7800000
3784.9884033203125,7810000
3778.3007621765137,7820000
3738.724708557129,7830000
3747.62225151062,7840000
3760.774612426758,7850000
3842.7984714508057,7860000
3786.505937576294,7870000
3787.07218170166,7880000
3795.207738876343,7890000
3848.578929901123,7900000
3830.8188915252686,7910000
3795.6113815307617,7920000
3842.5588607788086,7930000
3766.5486335754395,7940000
3783.3192348480225,7950000
3851.958751678467,7960000
3815.0112628936768,7970000
3813.7755393981934,7980000
3825.6850242614746,7990000
3816.950559616089,8000000
3868.938446044922,8010000
3822.789192199707,8020000
3862.332344055176,8030000
3853.2655239105225,8040000
3805.4535388946533,8050000
3916.6948795318604,8060000
3840.6200408935547,8070000
3809.0858459472656,8080000
3923.0504035949707,8090000
3908.630847930908,8100000
3917.133569717407,8110000
3859.2798709869385,8120000
3888.2713317871094,8130000
3924.398183822632,8140000
3877.548933029175,8150000
3954.7972679138184,8160000
3881.037473678589,8170000
3906.306505203247,8180000
3871.631383895874,8190000
3896.953582763672,8200000
3937.619686126709,8210000
3953.639030456543,8220000
3904.3116569519043,8230000
3907.226085662842,8240000
3951.266288757324,8250000
3990.246057510376,8260000
4067.603349685669,8270000
4006.218433380127,8280000
3978.308916091919,8290000
3968.1739807128906,8300000
3987.710952758789,8310000
3951.1845111846924,8320000
3958.5695266723633,8330000
4081.2838077545166,8340000
3998.0688095092773,8350000
3982.504367828369,8360000
4018.5844898223877,8370000
3982.199192047119,8380000
4089.7512435913086,8390000
4032.9110622406006,8400000
4046.8568801879883,8410000
4047.3732948303223,8420000
4049.6792793273926,8430000
4083.84108543396,8440000
4000.3092288970947,8450000
4077.2104263305664,8460000
4092.426061630249,8470000
4107.452869415283,8480000
4067.7921772003174,8490000
4105.910539627075,8500000
4053.5895824432373,8510000
4093.9574241638184,8520000
4043.9984798431396,8530000
4034.789800643921,8540000
4062.793970108032,8550000
4191.542387008667,8560000
4663.115739822388,8570000
4107.589244842529,8580000
4124.125719070435,8590000
4143.706321716309,8600000
4100.271463394165,8610000
4161.766767501831,8620000
4090.5771255493164,8630000
4113.566637039185,8640000
4122.529983520508,8650000
4158.480644226074,8660000
4196.593523025513,8670000
4265.913486480713,8680000
4114.9537563323975,8690000
4157.835960388184,8700000
4163.844585418701,8710000
4261.047124862671,8720000
4125.054359436035,8730000
4185.178995132446,8740000
4180.095195770264,8750000
4173.806190490723,8760000
4266.672372817993,8770000
4222.297191619873,8780000
4224.406480789185,8790000
4202.6026248931885,8800000
4247.583389282227,8810000
4236.874103546143,8820000
4238.2848262786865,8830000
4185.10890007019,8840000
4291.842222213745,8850000
4270.469427108765,8860000
4259.6330642700195,8870000
4263.972043991089,8880000
4281.908750534058,8890000
4232.769250869751,8900000
4333.134889602661,8910000
4303.057432174683,8920000
4393.182277679443,8930000
4359.216928482056,8940000
4275.535583496094,8950000
4293.191909790039,8960000
4247.318506240845,8970000
4360.907554626465,8980000
4377.320766448975,8990000
4376.7664432525635,9000000
4355.319023132324,9010000
4390.013933181763,9020000
4440.956592559814,9030000
4395.7648277282715,9040000
4396.531105041504,9050000
4395.601987838745,9060000
4338.104724884033,9070000
4460.867881774902,9080000
4377.057075500488,9090000
4431.588649749756,9100000
4382.558107376099,9110000
4430.224895477295,9120000
4450.491428375244,9130000
4468.677520751953,9140000
4370.588779449463,9150000
4413.609266281128,9160000
4470.150947570801,9170000
4496.122598648071,9180000
4503.237724304199,9190000
4481.544971466064,9200000
4461.593866348267,9210000
4455.780506134033,9220000
4429.185152053833,9230000
4518.912076950073,9240000
4516.455411911011,9250000
4556.051969528198,9260000
4346.7419147491455,9270000
4579.694032669067,9280000
4509.290933609009,9290000
4499.907493591309,9300000
4533.031940460205,9310000
4465.6126499176025,9320000
4483.944892883301,9330000
4534.383296966553,9340000
4578.055858612061,9350000
4520.193099975586,9360000
4537.698268890381,9370000
4516.578435897827,9380000
4546.412706375122,9390000
4517.822504043579,9400000
4544.276475906372,9410000
4578.531980514526,9420000
4551.0077476501465,9430000
4519.444227218628,9440000
4554.656744003296,9450000
4618.062496185303,9460000
4691.272735595703,9470000
4624.75848197937,9480000
4597.37229347229,9490000
4588.329076766968,9500000
4659.269332885742,9510000
4648.9551067352295,9520000
4599.642515182495,9530000
4618.703365325928,9540000
4570.025682449341,9550000
4680.313587188721,9560000
4631.957530975342,9570000
4608.878374099731,9580000
4648.760557174683,9590000
4711.407899856567,9600000
4688.82155418396,9610000
4697.93963432312,9620000
4606.117248535156,9630000
4637.443780899048,9640000
4633.334398269653,9650000
4737.62059211731,9660000
4637.723684310913,9670000
4691.6868686676025,9680000
4664.403200149536,9690000
4649.174690246582,9700000
4750.645637512207,9710000
4686.214208602905,9720000
4640.512228012085,9730000
4727.248191833496,9740000
4594.566583633423,9750000
4761.039733886719,9760000
4680.955171585083,9770000
4728.41477394104,9780000
4717.75484085083,9790000
4765.097141265869,9800000
4688.997507095337,9810000
4734.6930503845215,9820000
4677.956819534302,9830000
4757.556438446045,9840000
4750.1771450042725,9850000
4819.9872970581055,9860000
4659.798860549927,9870000
4740.83948135376,9880000
4779.043674468994,9890000
4752.2172927856445,9900000
4764.974594116211,9910000
4693.741798400879,9920000
4747.1160888671875,9930000
4836.3356590271,9940000
4767.632961273193,9950000
4808.18772315979,9960000
4778.146028518677,9970000
4797.305107116699,9980000
4709.534406661987,9990000
4884.704828262329,10000000
