dynamic_time,query_size,dbsize
6.689908981323,1,1000000
457.7205181121826,1001,1000000
556.2798976898193,2001,1000000
823.936939239502,3001,1000000
913.6297702789307,4001,1000000
964.8096561431885,5001,1000000
874.8250007629395,6001,1000000
1144.3367004394531,7001,1000000
1180.5412769317627,8001,1000000
6.600856781005859,1,1010000
147.01104164123535,1001,1010000
280.0710201263428,2001,1010000
397.40800857543945,3001,1010000
543.4973239898682,4001,1010000
654.742956161499,5001,1010000
795.7403659820557,6001,1010000
891.1261558532715,7001,1010000
1069.140911102295,8001,1010000
6.227016448974609,1,1020000
137.51530647277832,1001,1020000
284.8546504974365,2001,1020000
392.5647735595703,3001,1020000
517.3153877258301,4001,1020000
681.9424629211426,5001,1020000
768.7044143676758,6001,1020000
892.9603099822998,7001,1020000
1053.800344467163,8001,1020000
5.627632141113281,1,1030000
134.85169410705566,1001,1030000
258.5008144378662,2001,1030000
392.08984375,3001,1030000
527.9030799865723,4001,1030000
640.0861740112305,5001,1030000
786.1602306365967,6001,1030000
894.7536945343018,7001,1030000
999.0644454956055,8001,1030000
5.522012710571289,1,1040000
140.14840126037598,1001,1040000
264.0409469604492,2001,1040000
418.58577728271484,3001,1040000
522.301197052002,4001,1040000
636.009931564331,5001,1040000
755.8233737945557,6001,1040000
939.8279190063477,7001,1040000
1050.5425930023193,8001,1040000
5.906105041503906,1,1050000
133.53514671325684,1001,1050000
266.45421981811523,2001,1050000
390.4767036437988,3001,1050000
518.5623168945312,4001,1050000
665.3532981872559,5001,1050000
774.2877006530762,6001,1050000
888.4468078613281,7001,1050000
1030.5159091949463,8001,1050000
5.316734313964844,1,1060000
135.3766918182373,1001,1060000
260.0970268249512,2001,1060000
390.608549118042,3001,1060000
516.6919231414795,4001,1060000
636.7974281311035,5001,1060000
802.243709564209,6001,1060000
894.5438861846924,7001,1060000
1008.0795288085938,8001,1060000
5.274057388305664,1,1070000
136.5201473236084,1001,1070000
285.49647331237793,2001,1070000
403.54108810424805,3001,1070000
519.7544097900391,4001,1070000
654.9410820007324,5001,1070000
811.1846446990967,6001,1070000
911.9627475738525,7001,1070000
1021.2528705596924,8001,1070000
4.948139190673828,1,1080000
135.04815101623535,1001,1080000
284.2395305633545,2001,1080000
421.0526943206787,3001,1080000
534.550666809082,4001,1080000
660.3331565856934,5001,1080000
775.266170501709,6001,1080000
923.2597351074219,7001,1080000
1055.4890632629395,8001,1080000
5.207538604736328,1,1090000
137.32481002807617,1001,1090000
267.34066009521484,2001,1090000
393.04327964782715,3001,1090000
540.8115386962891,4001,1090000
645.8556652069092,5001,1090000
773.9801406860352,6001,1090000
905.1079750061035,7001,1090000
1057.9426288604736,8001,1090000
4.9896240234375,1,1100000
137.60781288146973,1001,1100000
265.3918266296387,2001,1100000
