dynamic_time,query_size,generation_time,dbsize
24.502277374267578,1,692.4877166748047,1000000
321.3376998901367,1001,862.6337051391602,1000000
468.13106536865234,2001,767.6513195037842,1000000
711.655855178833,3001,822.2336769104004,1000000
864.5100593566895,4001,705.0507068634033,1000000
923.1998920440674,5001,801.5284538269043,1000000
25.44260025024414,1,703.5880088806152,1050000
279.7877788543701,1001,688.690185546875,1050000
456.5408229827881,2001,769.8860168457031,1050000
683.7553977966309,3001,784.4991683959961,1050000
697.1836090087891,4001,675.3613948822021,1050000
839.3681049346924,5001,771.660327911377,1050000
21.704435348510742,1,707.7944278717041,1100000
290.264368057251,1001,818.1326389312744,1100000
418.4141159057617,2001,682.1436882019043,1100000
568.0773258209229,3001,680.2711486816406,1100000
714.8275375366211,4001,716.8829441070557,1100000
824.6786594390869,5001,706.6161632537842,1100000
24.37591552734375,1,712.9135131835938,1150000
289.17908668518066,1001,747.3745346069336,1150000
423.34866523742676,2001,663.3262634277344,1150000
592.8897857666016,3001,730.8690547943115,1150000
692.6088333129883,4001,694.5822238922119,1150000
938.5926723480225,5001,713.9222621917725,1150000
27.69923210144043,1,883.538007736206,1200000
275.2115726470947,1001,807.5392246246338,1200000
429.19445037841797,2001,674.5545864105225,1200000
596.7481136322021,3001,727.0209789276123,1200000
722.2058773040771,4001,734.5733642578125,1200000
829.2055130004883,5001,720.0334072113037,1200000
23.004770278930664,1,722.8212356567383,1250000
276.15833282470703,1001,762.0360851287842,1250000
475.2192497253418,2001,655.5886268615723,1250000
595.9835052490234,3001,699.376106262207,1250000
705.4364681243896,4001,668.1728363037109,1250000
797.3687648773193,5001,690.6428337097168,1250000
21.00086212158203,1,725.6808280944824,1300000
268.99194717407227,1001,811.7392063140869,1300000
469.5456027984619,2001,706.2282562255859,1300000
624.8364448547363,3001,727.51784324646,1300000
740.2303218841553,4001,767.3356533050537,1300000
821.6536045074463,5001,669.7349548339844,1300000
21.549224853515625,1,704.5018672943115,1350000
296.16546630859375,1001,785.2022647857666,1350000
444.4465637207031,2001,772.6333141326904,1350000
588.9480113983154,3001,645.7853317260742,1350000
746.9346523284912,4001,689.0499591827393,1350000
829.5879364013672,5001,671.1490154266357,1350000
21.41594886779785,1,806.8332672119141,1400000
278.9628505706787,1001,751.8892288208008,1400000
425.2946376800537,2001,735.4209423065186,1400000
698.4443664550781,3001,741.2774562835693,1400000
783.3633422851562,4001,697.4163055419922,1400000
931.0626983642578,5001,735.3963851928711,1400000
19.895315170288086,1,696.4905261993408,1450000
272.4628448486328,1001,781.059980392456,1450000
435.8863830566406,2001,674.8807430267334,1450000
625.6163120269775,3001,692.4049854278564,1450000
715.6620025634766,4001,715.4910564422607,1450000
798.581600189209,5001,654.0639400482178,1450000
20.526885986328125,1,683.4077835083008,1500000
279.99138832092285,1001,874.8264312744141,1500000
428.1456470489502,2001,655.9782028198242,1500000
562.7388954162598,3001,662.49680519104,1500000
736.6671562194824,4001,683.103084564209,1500000
835.7913494110107,5001,872.7738857269287,1500000
22.774219512939453,1,698.3509063720703,1550000
287.59765625,1001,885.4305744171143,1550000
433.9158535003662,2001,705.1553726196289,1550000
596.0652828216553,3001,973.4897613525391,1550000
758.4350109100342,4001,686.227560043335,1550000
852.973222732544,5001,829.7834396362305,1550000
21.02065086364746,1,837.4013900756836,1600000
293.3766841888428,1001,891.7744159698486,1600000
474.729061126709,2001,767.4951553344727,1600000
709.9037170410156,3001,720.4108238220215,1600000
720.1499938964844,4001,806.7672252655029,1600000
880.2073001861572,5001,711.0743522644043,1600000
22.212982177734375,1,706.6879272460938,1650000
280.5194854736328,1001,867.8128719329834,1650000
411.2529754638672,2001,694.7929859161377,1650000
572.2191333770752,3001,719.141960144043,1650000
735.100269317627,4001,824.8651027679443,1650000
828.3741474151611,5001,813.713788986206,1650000
21.146297454833984,1,741.9717311859131,1700000
260.16807556152344,1001,786.3595485687256,1700000
448.1825828552246,2001,723.555326461792,1700000
552.4559020996094,3001,705.456018447876,1700000
696.2509155273438,4001,723.5095500946045,1700000
883.0022811889648,5001,727.961540222168,1700000
24.180173873901367,1,748.6724853515625,1750000
279.1922092437744,1001,789.4589900970459,1750000
420.63355445861816,2001,704.4274806976318,1750000
578.2561302185059,3001,678.3881187438965,1750000
712.867021560669,4001,793.3518886566162,1750000
801.0075092315674,5001,726.4008522033691,1750000
22.423505783081055,1,715.2175903320312,1800000
280.5190086364746,1001,793.7979698181152,1800000
423.43783378601074,2001,686.049222946167,1800000
577.4598121643066,3001,735.2681159973145,1800000
765.3634548187256,4001,735.3866100311279,1800000
803.6434650421143,5001,721.4934825897217,1800000
21.410226821899414,1,702.6271820068359,1850000
299.3481159210205,1001,821.9213485717773,1850000
465.670108795166,2001,743.8404560089111,1850000
582.6611518859863,3001,693.4483051300049,1850000
741.3313388824463,4001,705.2938938140869,1850000
880.3997039794922,5001,688.1613731384277,1850000
19.425392150878906,1,697.7064609527588,1900000
308.23206901550293,1001,850.529670715332,1900000
429.7611713409424,2001,712.1169567108154,1900000
617.0449256896973,3001,677.6440143585205,1900000
735.9917163848877,4001,697.0548629760742,1900000
847.5930690765381,5001,727.5478839874268,1900000
22.511005401611328,1,703.1092643737793,1950000
271.20018005371094,1001,800.2161979675293,1950000
484.12203788757324,2001,635.8120441436768,1950000
560.7924461364746,3001,683.8645935058594,1950000
759.0484619140625,4001,704.8585414886475,1950000
900.2058506011963,5001,698.8959312438965,1950000
