dynamic_time,query_size,generation_time,dbsize
26.81875228881836,1,690.7305717468262,1000000
343.9598083496094,1001,792.9251194000244,1000000
493.7124252319336,2001,862.9498481750488,1000000
728.3883094787598,3001,735.4238033294678,1000000
816.1807060241699,4001,679.9554824829102,1000000
1025.9461402893066,5001,709.9533081054688,1000000
1169.4691181182861,6001,749.591588973999,1000000
22.696971893310547,1,711.0886573791504,1100000
251.0380744934082,1001,696.3551044464111,1100000
508.56518745422363,2001,993.2153224945068,1100000
766.1302089691162,3001,949.6119022369385,1100000
849.7436046600342,4001,863.4262084960938,1100000
968.1618213653564,5001,940.5255317687988,1100000
920.1624393463135,6001,677.3669719696045,1100000
26.8704891204834,1,726.5021800994873,1200000
353.2125949859619,1001,1038.1550788879395,1200000
513.648509979248,2001,1058.4583282470703,1200000
702.1694183349609,3001,926.7075061798096,1200000
924.5412349700928,4001,882.0326328277588,1200000
930.2198886871338,5001,918.7908172607422,1200000
1114.2094135284424,6001,847.3968505859375,1200000
27.79078483581543,1,860.9578609466553,1300000
270.4963684082031,1001,751.1208057403564,1300000
400.06136894226074,2001,632.5411796569824,1300000
643.53346824646,3001,761.6672515869141,1300000
935.0488185882568,4001,666.3568019866943,1300000
959.3639373779297,5001,877.995491027832,1300000
1033.24294090271,6001,936.8391036987305,1300000
20.706892013549805,1,759.1111660003662,1400000
307.4021339416504,1001,901.2689590454102,1400000
537.9660129547119,2001,1099.853754043579,1400000
668.6160564422607,3001,888.927698135376,1400000
776.9889831542969,4001,755.2168369293213,1400000
885.4048252105713,5001,810.7385635375977,1400000
1200.169324874878,6001,709.8574638366699,1400000
26.829242706298828,1,982.0175170898438,1500000
381.82830810546875,1001,1103.8758754730225,1500000
439.62574005126953,2001,751.2257099151611,1500000
749.4287490844727,3001,899.1069793701172,1500000
801.5086650848389,4001,690.1795864105225,1500000
951.2312412261963,5001,744.7836399078369,1500000
1234.2545986175537,6001,818.0062770843506,1500000
33.499717712402344,1,1059.7455501556396,1600000
290.29130935668945,1001,751.9705295562744,1600000
541.5282249450684,2001,897.0468044281006,1600000
973.1314182281494,3001,834.9645137786865,1600000
910.3560447692871,4001,726.1536121368408,1600000
1095.609188079834,5001,706.7916393280029,1600000
1265.9823894500732,6001,815.2370452880859,1600000
32.494544982910156,1,982.3384284973145,1700000
376.54972076416016,1001,1036.508560180664,1700000
518.2430744171143,2001,955.2211761474609,1700000
941.8113231658936,3001,1046.722412109375,1700000
1130.3737163543701,4001,1060.8019828796387,1700000
1133.023977279663,5001,1005.5391788482666,1700000
1160.84885597229,6001,1095.2136516571045,1700000
29.35194969177246,1,955.8684825897217,1800000
352.337121963501,1001,717.4627780914307,1800000
424.3919849395752,2001,669.3744659423828,1800000
551.0571002960205,3001,696.5398788452148,1800000
728.1427383422852,4001,662.2591018676758,1800000
820.5130100250244,5001,674.4081974029541,1800000
894.2849636077881,6001,651.0906219482422,1800000
19.79994773864746,1,672.1212863922119,1900000
282.98258781433105,1001,730.0374507904053,1900000
418.9891815185547,2001,632.343053817749,1900000
597.6862907409668,3001,641.4387226104736,1900000
771.1760997772217,4001,704.7405242919922,1900000
776.5936851501465,5001,888.0128860473633,1900000
923.2268333435059,6001,732.5494289398193,1900000
22.914886474609375,1,706.7582607269287,2000000
274.8727798461914,1001,730.5097579956055,2000000
438.79199028015137,2001,654.644250869751,2000000
590.355634689331,3001,657.2763919830322,2000000
685.3878498077393,4001,666.1691665649414,2000000
854.3064594268799,5001,634.8693370819092,2000000
907.6666831970215,6001,766.0207748413086,2000000
21.809101104736328,1,649.2207050323486,2100000
259.83619689941406,1001,673.8860607147217,2100000
387.892484664917,2001,655.4019451141357,2100000
591.3681983947754,3001,623.6727237701416,2100000
722.9571342468262,4001,669.94309425354,2100000
778.285026550293,5001,645.949125289917,2100000
953.120231628418,6001,752.1288394927979,2100000
20.022153854370117,1,687.5014305114746,2200000
255.22351264953613,1001,762.969970703125,2200000
404.0679931640625,2001,705.4462432861328,2200000
513.988733291626,3001,644.0551280975342,2200000
657.386064529419,4001,742.59352684021,2200000
774.0638256072998,5001,753.4472942352295,2200000
934.2725276947021,6001,671.0314750671387,2200000
21.464109420776367,1,689.9542808532715,2300000
281.94642066955566,1001,754.4906139373779,2300000
394.03486251831055,2001,788.7122631072998,2300000
517.5817012786865,3001,692.0497417449951,2300000
680.4935932159424,4001,749.1796016693115,2300000
812.7331733703613,5001,706.3257694244385,2300000
888.9014720916748,6001,672.5809574127197,2300000
20.912647247314453,1,718.2600498199463,2400000
273.6327648162842,1001,751.3446807861328,2400000
391.0806179046631,2001,692.1083927154541,2400000
543.2255268096924,3001,675.220251083374,2400000
730.2024364471436,4001,713.2835388183594,2400000
829.3461799621582,5001,728.7025451660156,2400000
864.2263412475586,6001,684.8869323730469,2400000
20.03169059753418,1,776.2348651885986,2500000
250.37217140197754,1001,758.7635517120361,2500000
406.5558910369873,2001,738.1110191345215,2500000
575.8087635040283,3001,764.6222114562988,2500000
665.546178817749,4001,691.6913986206055,2500000
830.9800624847412,5001,681.6837787628174,2500000
933.7913990020752,6001,784.8458290100098,2500000
23.14019203186035,1,697.6161003112793,2600000
262.24517822265625,1001,839.7865295410156,2600000
403.46384048461914,2001,678.0807971954346,2600000
542.1755313873291,3001,751.7726421356201,2600000
751.4548301696777,4001,723.4065532684326,2600000
808.4466457366943,5001,718.0521488189697,2600000
923.1102466583252,6001,705.6386470794678,2600000
21.898269653320312,1,658.1690311431885,2700000
253.13425064086914,1001,730.5793762207031,2700000
426.69200897216797,2001,660.0561141967773,2700000
557.218074798584,3001,744.4183826446533,2700000
655.8389663696289,4001,731.8606376647949,2700000
797.9631423950195,5001,671.5443134307861,2700000
912.2748374938965,6001,826.8425464630127,2700000
21.162986755371094,1,661.3061428070068,2800000
265.9153938293457,1001,862.2000217437744,2800000
400.67458152770996,2001,685.8997344970703,2800000
556.1516284942627,3001,682.6696395874023,2800000
673.5844612121582,4001,734.1413497924805,2800000
788.9668941497803,5001,742.1786785125732,2800000
904.3691158294678,6001,700.5810737609863,2800000
23.07891845703125,1,769.7174549102783,2900000
263.63205909729004,1001,712.1529579162598,2900000
421.59557342529297,2001,714.8234844207764,2900000
518.0401802062988,3001,749.6440410614014,2900000
727.759838104248,4001,685.4803562164307,2900000
844.0351486206055,5001,735.9795570373535,2900000
897.1841335296631,6001,611.6948127746582,2900000
22.897720336914062,1,698.8422870635986,3000000
277.99367904663086,1001,758.3901882171631,3000000
428.4851551055908,2001,755.0756931304932,3000000
567.2013759613037,3001,728.7392616271973,3000000
755.1264762878418,4001,671.1330413818359,3000000
787.6601219177246,5001,646.9402313232422,3000000
890.1193141937256,6001,759.4888210296631,3000000
19.376277923583984,1,704.1583061218262,3100000
253.01337242126465,1001,649.6150493621826,3100000
394.93632316589355,2001,747.7779388427734,3100000
789.9019718170166,3001,1002.8238296508789,3100000
825.890302658081,4001,798.3450889587402,3100000
1001.8584728240967,5001,1017.3516273498535,3100000
1306.668996810913,6001,858.281135559082,3100000
22.72510528564453,1,737.4920845031738,3200000
282.0467948913574,1001,1047.2092628479004,3200000
559.274435043335,2001,1010.2927684783936,3200000
739.0613555908203,3001,850.0406742095947,3200000
779.9937725067139,4001,763.8180255889893,3200000
940.2050971984863,5001,981.2159538269043,3200000
1265.385627746582,6001,830.0380706787109,3200000
21.819114685058594,1,737.7073764801025,3300000
278.2912254333496,1001,922.2683906555176,3300000
573.5962390899658,2001,1104.6452522277832,3300000
659.4126224517822,3001,865.4353618621826,3300000
952.3870944976807,4001,1105.2219867706299,3300000
942.5983428955078,5001,848.452091217041,3300000
1136.650562286377,6001,1295.55344581604,3300000
21.363496780395508,1,750.9918212890625,3400000
272.6631164550781,1001,1155.3270816802979,3400000
465.61360359191895,2001,967.8094387054443,3400000
860.4843616485596,3001,848.4103679656982,3400000
786.4091396331787,4001,1039.0424728393555,3400000
974.7769832611084,5001,929.6267032623291,3400000
1318.7940120697021,6001,934.112548828125,3400000
22.855520248413086,1,796.7233657836914,3500000
317.7492618560791,1001,1058.1579208374023,3500000
515.7079696655273,2001,941.7209625244141,3500000
757.4615478515625,3001,1037.858009338379,3500000
858.7582111358643,4001,833.0538272857666,3500000
1127.8977394104004,5001,926.0473251342773,3500000
1170.47119140625,6001,1015.0496959686279,3500000
26.606321334838867,1,1033.8478088378906,3600000
328.21130752563477,1001,946.2969303131104,3600000
449.1288661956787,2001,805.992841720581,3600000
690.4683113098145,3001,1016.8907642364502,3600000
784.1355800628662,4001,795.4120635986328,3600000
1055.2573204040527,5001,1169.0106391906738,3600000
1027.172565460205,6001,827.1946907043457,3600000
27.643442153930664,1,958.3086967468262,3700000
289.6602153778076,1001,877.0551681518555,3700000
460.77513694763184,2001,819.000244140625,3700000
634.2983245849609,3001,822.1051692962646,3700000
751.6179084777832,4001,834.9642753601074,3700000
909.888505935669,5001,729.7928333282471,3700000
1044.1234111785889,6001,791.1393642425537,3700000
21.74997329711914,1,825.8857727050781,3800000
287.89830207824707,1001,926.0962009429932,3800000
457.9024314880371,2001,856.6620349884033,3800000
647.7310657501221,3001,855.668306350708,3800000
806.4420223236084,4001,1064.6491050720215,3800000
890.1724815368652,5001,890.744686126709,3800000
1159.1167449951172,6001,854.0728092193604,3800000
22.89891242980957,1,802.0830154418945,3900000
329.3347358703613,1001,793.0028438568115,3900000
466.43638610839844,2001,955.376148223877,3900000
616.9877052307129,3001,855.7443618774414,3900000
902.611255645752,4001,1056.3275814056396,3900000
1163.9304161071777,5001,1064.9192333221436,3900000
1558.7823390960693,6001,1236.1204624176025,3900000
34.85560417175293,1,1227.6606559753418,4000000
377.6357173919678,1001,1166.642427444458,4000000
464.56456184387207,2001,1001.5928745269775,4000000
510.0283622741699,3001,667.9782867431641,4000000
691.1284923553467,4001,769.8988914489746,4000000
779.2685031890869,5001,747.1542358398438,4000000
963.714599609375,6001,797.7724075317383,4000000
20.6758975982666,1,673.9640235900879,4100000
278.72467041015625,1001,792.2558784484863,4100000
425.154447555542,2001,627.4166107177734,4100000
523.2851505279541,3001,656.3761234283447,4100000
685.0714683532715,4001,784.1687202453613,4100000
817.2028064727783,5001,840.674877166748,4100000
915.3614044189453,6001,639.5540237426758,4100000
20.657062530517578,1,675.6894588470459,4200000
251.94406509399414,1001,823.314905166626,4200000
438.25602531433105,2001,693.4008598327637,4200000
555.2172660827637,3001,845.421314239502,4200000
654.0670394897461,4001,722.9154109954834,4200000
786.2625122070312,5001,710.9024524688721,4200000
845.4437255859375,6001,678.2715320587158,4200000
20.813941955566406,1,656.8756103515625,4300000
299.3655204772949,1001,663.7344360351562,4300000
411.8201732635498,2001,651.2978076934814,4300000
494.88019943237305,3001,684.4654083251953,4300000
634.1445446014404,4001,664.0903949737549,4300000
709.1541290283203,5001,647.454023361206,4300000
882.3621273040771,6001,649.4474411010742,4300000
20.604848861694336,1,611.9892597198486,4400000
238.48938941955566,1001,658.3540439605713,4400000
403.6405086517334,2001,723.5708236694336,4400000
528.7685394287109,3001,672.7268695831299,4400000
669.025182723999,4001,720.6690311431885,4400000
798.2189655303955,5001,718.6069488525391,4400000
909.2066287994385,6001,729.4943332672119,4400000
21.280288696289062,1,678.8370609283447,4500000
291.5029525756836,1001,841.3000106811523,4500000
423.9816665649414,2001,795.313835144043,4500000
566.1532878875732,3001,715.094804763794,4500000
679.7678470611572,4001,704.3261528015137,4500000
788.8283729553223,5001,762.2270584106445,4500000
999.1509914398193,6001,725.5702018737793,4500000
19.963741302490234,1,642.8630352020264,4600000
241.0588264465332,1001,657.4292182922363,4600000
376.36661529541016,2001,709.7611427307129,4600000
558.1119060516357,3001,705.5454254150391,4600000
685.7638359069824,4001,689.4261837005615,4600000
812.1132850646973,5001,647.9184627532959,4600000
956.4685821533203,6001,749.7422695159912,4600000
20.968198776245117,1,688.8432502746582,4700000
248.8231658935547,1001,757.9450607299805,4700000
532.8295230865479,2001,1046.8804836273193,4700000
577.0113468170166,3001,664.6161079406738,4700000
603.3568382263184,4001,637.772798538208,4700000
893.2399749755859,5001,787.8155708312988,4700000
943.86887550354,6001,824.171781539917,4700000
20.900964736938477,1,943.162202835083,4800000
299.6354103088379,1001,816.4010047912598,4800000
457.8423500061035,2001,643.4378623962402,4800000
557.5706958770752,3001,722.6064205169678,4800000
708.6787223815918,4001,844.94948387146,4800000
840.9531116485596,5001,817.4045085906982,4800000
965.3470516204834,6001,920.9249019622803,4800000
20.7669734954834,1,717.2994613647461,4900000
299.5569705963135,1001,841.2504196166992,4900000
414.66665267944336,2001,823.8003253936768,4900000
641.9665813446045,3001,710.1554870605469,4900000
768.1789398193359,4001,780.4892063140869,4900000
797.6510524749756,5001,783.10227394104,4900000
1296.933889389038,6001,1002.774715423584,4900000
