dynamic time in msek,amount of triples inserted,generation time in msek,dbsize in triples
779.1745662689209,1,4235.215663909912,1740000
3135.780096054077,1001,9146.565437316895,1740000
4070.533037185669,2001,2751.8513202667236,1740000
3181.1532974243164,3001,20398.242950439453,1740000
85.73389053344727,1,2758.4681510925293,1750000
1701.5111446380615,1001,6447.044610977173,1750000
4052.5238513946533,2001,2935.2736473083496,1750000
35099.66969490051,3001,5686.4142417907715,1750000
97.22638130187988,1,3846.3656902313232,1760000
1736.0856533050537,1001,3248.7692832946777,1760000
4149.905204772949,2001,3980.3664684295654,1760000
2099.773406982422,3001,2608.2987785339355,1760000
111.14621162414551,1,3084.4662189483643,1770000
1722.8374481201172,1001,3972.5308418273926,1770000
2719.5777893066406,2001,5307.422876358032,1770000
9068.75205039978,3001,3152.8148651123047,1770000
65.56987762451172,1,3505.462884902954,1780000
2641.1075592041016,1001,2757.4145793914795,1780000
3667.9794788360596,2001,3952.2101879119873,1780000
2387.0460987091064,3001,2586.347818374634,1780000
89.65873718261719,1,3284.7440242767334,1790000
1219.1956043243408,1001,3069.1370964050293,1790000
3981.125831604004,2001,13596.814155578613,1790000
2144.7629928588867,3001,2667.830467224121,1790000
148.91648292541504,1,3155.294895172119,1800000
43603.16181182861,1001,2890.1853561401367,1800000
5529.4599533081055,2001,2816.9453144073486,1800000
4986.713171005249,3001,2934.0407848358154,1800000
135.65635681152344,1,4164.789438247681,1810000
825.5083560943604,1001,5638.082504272461,1810000
3230.3006649017334,2001,6978.849172592163,1810000
4772.090435028076,3001,3142.416477203369,1810000
314.2726421356201,1,4308.41588973999,1820000
2418.1106090545654,1001,3100.3825664520264,1820000
7233.912229537964,2001,24957.875728607178,1820000
43854.25114631653,3001,10281.167984008789,1820000
54.47268486022949,1,2904.5238494873047,1830000
2625.9398460388184,1001,2630.206823348999,1830000
4110.609769821167,2001,3313.2376670837402,1830000
2130.581855773926,3001,3285.7062816619873,1830000
71.94876670837402,1,4366.124868392944,1840000
3602.4045944213867,1001,3222.7578163146973,1840000
11614.04275894165,2001,3383.4471702575684,1840000
25292.52529144287,3001,5909.191608428955,1840000
51.92422866821289,1,2795.820951461792,1850000
26593.116283416748,1001,52230.340242385864,1850000
4037.149429321289,2001,3179.342746734619,1850000
1761.8167400360107,3001,2816.1613941192627,1850000
163.53273391723633,1,3045.6790924072266,1860000
4811.735391616821,1001,3748.0499744415283,1860000
9917.232513427734,2001,3757.49135017395,1860000
3679.3460845947266,3001,2929.23641204834,1860000
88.93132209777832,1,2844.1367149353027,1870000
3533.1132411956787,1001,29939.57018852234,1870000
7845.605373382568,2001,4654.863119125366,1870000
4724.153995513916,3001,10270.339250564575,1870000
203.98664474487305,1,19749.348163604736,1880000
2662.815570831299,1001,25583.19640159607,1880000
1414.7279262542725,2001,2741.014003753662,1880000
5779.499530792236,3001,3571.6865062713623,1880000
58.349609375,1,2891.9057846069336,1890000
2505.066394805908,1001,3166.398763656616,1890000
1268.7299251556396,2001,2543.8621044158936,1890000
1921.7164516448975,3001,3285.600423812866,1890000
205.95812797546387,1,3156.446933746338,1900000
171.46944999694824,1001,8.655309677124023,1900000
11846.62127494812,2001,7303.0900955200195,1900000
5179.839849472046,3001,3279.2975902557373,1900000
321.93589210510254,1,3592.2257900238037,1910000
2622.5216388702393,1001,37766.740798950195,1910000
2425.6021976470947,2001,8681.144714355469,1910000
3529.27303314209,3001,3772.765636444092,1910000
110.56041717529297,1,5615.291357040405,1920000
30766.68119430542,1001,2969.8455333709717,1920000
2327.467679977417,2001,2798.2704639434814,1920000
5755.413055419922,3001,2702.3134231567383,1920000
26902.03356742859,1,3234.6227169036865,1930000
2649.7642993927,1001,2799.400568008423,1930000
3774.2722034454346,2001,12524.520874023438,1930000
3167.459011077881,3001,2640.9964561462402,1930000
64.36824798583984,1,3307.8088760375977,1940000
4351.118564605713,1001,3390.9823894500732,1940000
5093.974590301514,2001,2725.4483699798584,1940000
3532.6995849609375,3001,3079.62703704834,1940000
518.8694000244141,1,3986.9837760925293,1950000
756.97922706604,1001,3089.350938796997,1950000
4751.899719238281,2001,9931.570291519165,1950000
35340.45767784119,3001,8960.891008377075,1950000
56.8997859954834,1,2987.990379333496,1960000
5448.848009109497,1001,3847.226619720459,1960000
1598.7308025360107,2001,2865.8413887023926,1960000
3630.6023597717285,3001,4297.430515289307,1960000
182.1122169494629,1,4592.323064804077,1970000
3354.94065284729,1001,3636.80362701416,1970000
4735.862255096436,2001,2910.935878753662,1970000
10092.644691467285,3001,5199.0296840667725,1970000
82.45658874511719,1,3143.1455612182617,1980000
2750.272274017334,1001,4233.318567276001,1980000
2119.520902633667,2001,2601.3429164886475,1980000
5020.377397537231,3001,3468.900680541992,1980000
87.68343925476074,1,3524.157762527466,1990000
2527.3091793060303,1001,3096.4901447296143,1990000
1588.454246520996,2001,2758.6798667907715,1990000
3522.1786499023438,3001,5888.121128082275,1990000
