dynamic time in msek,amount of triples inserted,generation time in msek,dbsize in triples
47763.54646682739,1,2015.211582183838,1000000
1681.6649436950684,1001,2998.985767364502,1000000
33174.392223358154,2001,10117.867708206177,1000000
38318.20106506348,3001,1553.4658432006836,1000000
2127.162456512451,4001,6546.48232460022,1000000
2043.7989234924316,5001,1917.2475337982178,1000000
149.14488792419434,1,6634.696960449219,1010000
1312.52121925354,1001,7452.293634414673,1010000
3801.3103008270264,2001,2152.9033184051514,1010000
1236.8907928466797,3001,4700.011491775513,1010000
4331.842422485352,4001,1667.5968170166016,1010000
4995.802879333496,5001,10998.8431930542,1010000
78.74846458435059,1,2506.8359375,1020000
1636.190414428711,1001,2092.7064418792725,1020000
1074.9709606170654,2001,5030.36093711853,1020000
1574.763298034668,3001,1788.6033058166504,1020000
1907.8023433685303,4001,16103.117227554321,1020000
2979.0260791778564,5001,6769.629955291748,1020000
142.24767684936523,1,6963.211536407471,1030000
906.2778949737549,1001,5586.74168586731,1030000
3892.718553543091,2001,3573.0605125427246,1030000
5182.415962219238,3001,1528.7601947784424,1030000
2897.9008197784424,4001,4008.9876651763916,1030000
2552.6843070983887,5001,1771.8746662139893,1030000
147.72534370422363,1,13028.396129608154,1040000
798.8717555999756,1001,1745.096206665039,1040000
1736.2439632415771,2001,1625.1075267791748,1040000
4149.8541831970215,3001,2097.7962017059326,1040000
7538.288354873657,4001,4393.8634395599365,1040000
5806.33807182312,5001,3653.679370880127,1040000
130.68008422851562,1,1981.036901473999,1050000
831.7165374755859,1001,1718.9805507659912,1050000
1443.9105987548828,2001,1561.9947910308838,1050000
1349.8682975769043,3001,1515.639305114746,1050000
3006.4122676849365,4001,4993.6842918396,1050000
3330.364942550659,5001,2447.3958015441895,1050000
64.48030471801758,1,2307.074546813965,1060000
719.7473049163818,1001,1816.1075115203857,1060000
1106.332778930664,2001,1622.6670742034912,1060000
6650.786638259888,3001,2118.406295776367,1060000
2249.1326332092285,4001,1714.996576309204,1060000
419.4924831390381,5001,0.476837158203125,1060000
57.90829658508301,1,1743.5262203216553,1070000
1052.6769161224365,1001,1505.3856372833252,1070000
1217.581033706665,2001,8040.907859802246,1070000
3227.0662784576416,3001,6037.664890289307,1070000
3559.661626815796,4001,1603.0550003051758,1070000
8953.426599502563,5001,1933.3617687225342,1070000
109.46202278137207,1,3210.637092590332,1080000
675.3947734832764,1001,2027.3239612579346,1080000
3847.8732109069824,2001,7292.548894882202,1080000
2892.3895359039307,3001,10879.674673080444,1080000
3183.950424194336,4001,1689.070224761963,1080000
5378.201723098755,5001,7697.0534324646,1080000
2.1016597747802734,1,0.5521774291992188,1090000
1508.7134838104248,1001,1651.594638824463,1090000
2455.7442665100098,2001,2114.414691925049,1090000
1987.7009391784668,3001,1517.7578926086426,1090000
8447.619199752808,4001,1716.6688442230225,1090000
2904.2296409606934,5001,11348.947286605835,1090000
72.45802879333496,1,2149.0349769592285,1100000
2496.6578483581543,1001,2269.308567047119,1100000
2156.7540168762207,2001,1697.1468925476074,1100000
2181.295156478882,3001,2983.0217361450195,1100000
2058.06565284729,4001,1651.888370513916,1100000
5021.073579788208,5001,2192.094326019287,1100000
73.79698753356934,1,2345.195770263672,1110000
1530.5025577545166,1001,2055.621385574341,1110000
4408.346176147461,2001,1599.6675491333008,1110000
1704.0071487426758,3001,1839.7512435913086,1110000
